Basin,CRPS,RMSE,NSE,KGE
cauvery,234.46267415103762,562.9898610783488,0.3218227651488517,0.3299713802932177
godavari,108.07793550522227,270.9003433972957,0.20232131477312465,0.30400613909123886
krishna,510.0557864057179,1537.5628823823004,0.0907509633310523,0.268540781001201
narmada,3490.2369416469824,13176.580279609008,0.09706660552640178,0.17588768637382324
tapi,407.6812136594509,1036.5601978492273,0.4965782072717483,0.42376500042269327
