Condition,CRPS,RMSE,NSE,KGE
El Nino,904.7039154477341,2824.8783475680575,0.14611929942341256,0.2366381478902368
Neutral,323.3813043477601,468.0203313741533,-1504.2327176194653,-32.58221371580681
