Basin,CRPS,RMSE,NSE,Event_NSE,Log_NSE,KGE
cauvery,226.6894287731278,567.6521964690779,0.2930821433093902,0.2930821433093902,-0.6295182296511037,0.38982897615950846
godavari,103.85083043210248,271.97686259866816,0.19596899628970277,-0.5211997313872796,-1.049624705171853,0.45201366007308075
krishna,568.240793732182,1520.246488094605,0.26408371384576085,0.02628219681327417,-3.719908023054245,0.4366120564603584
narmada,3335.7842896707457,12980.776104607176,0.12370242654830355,0.12370242654830355,0.5705610464353834,0.21579160574407763
tapi,359.6116765952162,929.1613589347829,0.5954937506640449,0.4790860371907747,0.28414449624104,0.6453048077639119
