CRPS,RMSE,MAE,NSE,Event_NSE,Log_NSE,KGE,Reservoir,Basin
613.3580964751555,1189.0714059808054,781.1724929978548,-1.2472736944004281,-1.2472736944004281,-15.407639691419313,0.07391843784936247,Nagarjuna Sagar,krishna
695.6934769600338,1301.6485006701935,686.7343078864076,0.7835670071131422,0.7839413258881536,-2.4668119971546627,0.7242646780107306,Srisailam,krishna
685.2609771548618,2524.0356137722556,885.7707359410255,0.7306949556820461,0.6511173920373075,-0.791622895749154,0.5294882358636904,Almatti,krishna
402.57425535645876,1502.4633510561182,550.0488322392644,0.6029335464645451,0.5862816369974844,-0.537779002416787,0.5781785654772801,Tungabhadra,krishna
235.43023546845848,430.23056573137114,270.9004641026773,0.27045155997477954,0.27045155997477954,-1.36558550549139,0.3884891937327388,Mettur,cauvery
217.9486220777971,705.0738272067847,285.06790955609745,0.31571272664400085,0.31571272664400085,0.10654904618918248,0.3911687585862781,Krishnaraja Sagara,cauvery
103.85083043210248,271.97686259866816,123.10094391777824,0.19596899628970277,-0.5211997313872796,-1.049624705171853,0.45201366007308075,Jayakwadi,godavari
444.3171627144005,1084.0135689936521,539.440968511369,0.4504967543694989,-0.6426556764561464,0.6043134714686927,0.2772103651007283,Ujjani,krishna
3335.7842896707457,12980.776104607176,3751.0694366418365,0.12370242654830355,0.12370242654830355,0.5705610464353834,0.21579160574407763,Sardar Sarovar,narmada
359.6116765952162,929.1613589347829,440.71228907252276,0.5954937506640449,0.4790860371907747,0.28414449624104,0.6453048077639119,Ukai,tapi
