Week,CRPS,RMSE,MAE,NSE,Event_NSE,Log_NSE,KGE,Reservoir,Basin
1,737.4023408679271,1489.51858476104,1028.972399324911,-2.5264030586712525,-2.5264030586712525,-31.286384987772514,-0.12724168358365717,Nagarjuna Sagar,krishna
1,700.7300378137236,1290.8582338371968,807.8400762653292,0.7871404603058784,0.7873891522920378,-6.342294974140086,0.41420150477151574,Srisailam,krishna
1,663.3866119562169,2460.083380383217,797.5160662866207,0.7441689900126897,0.6662982142080384,0.29016249560995877,0.47675571665097183,Almatti,krishna
1,367.30600215686485,1498.8611368395407,472.04297085905574,0.6048352285267011,0.5839026818780662,-0.12308921336635037,0.5662858663451871,Tungabhadra,krishna
1,214.3206309545883,431.6565299948048,257.2212340046119,0.2656074875242259,0.2656074875242259,0.3862094212914604,0.35463117941075717,Mettur,cauvery
1,207.68858491187123,728.5263369456454,259.2709444829621,0.26943344143910153,0.26943344143910153,0.4312897626628893,0.3719738599992686,Krishnaraja Sagara,cauvery
1,94.81146121823707,281.3786027992682,107.72074082840108,0.13942046545362008,-0.6793106316873749,0.12289756689354958,0.30830306803760743,Jayakwadi,godavari
1,432.2369525130851,1084.9756609189844,554.5074102147345,0.4495209229657925,-0.6085588563817139,0.747719081169258,0.283030525657179,Ujjani,krishna
1,3243.788515913077,12848.955637041669,3626.8468401935374,0.1414097546415689,0.1414097546415689,0.6248816569972657,0.23736809400878767,Sardar Sarovar,narmada
1,342.0458370896344,957.2774644753479,419.25291368957613,0.5706429237109611,0.4432701713810918,0.39811754409861133,0.6122686479159916,Ukai,tapi
2,808.0946246087886,1394.2829418889246,1007.7180551200996,-2.328604626030172,-2.328604626030172,-33.847610083769105,-0.07380473996601844,Nagarjuna Sagar,krishna
2,1055.896956531851,2651.5450018012607,1246.7188954528647,0.10216587994390369,0.10028387908787095,-7.435827002693022,0.25291719576637195,Srisailam,krishna
2,1147.457374336046,4224.199620873662,1361.39044951268,0.2457029698436204,0.01400187685909915,-0.01450952039702913,0.13136601226933986,Almatti,krishna
2,594.7049294455672,2241.9006523674816,722.2220358361244,0.11592695540941023,0.06868395004187611,-0.30371859280911506,0.15594547452766594,Tungabhadra,krishna
2,277.54045141995687,483.39928067681655,282.4174060264444,0.08971550762136449,0.08971550762136449,0.2591079741002523,0.2403986911252156,Mettur,cauvery
2,266.82229643369453,855.5824627390774,316.2725408491306,-0.007676461425081715,-0.007676461425081715,0.4307798683533689,0.04536647560196838,Krishnaraja Sagara,cauvery
