Condition,CRPS,RMSE,NSE,Event_NSE,Log_NSE,KGE
El Nino,918.0122730827968,2788.7807260275736,-0.0006396635796208194,-0.19408194547358826,-4.918694666459302,0.32712959461010627
Neutral,277.27112732832796,451.97159671680026,-0.8790175049099579,-0.8273042364502576,-3.010469704122232e+39,-5.804695704247491
