Basin,CRPS,RMSE,NSE,Event_NSE,Log_NSE,KGE
cauvery,211.00460793322975,580.0914334702252,0.2675204644816637,0.2675204644816637,0.40874959197717486,0.36330251970501287
godavari,94.81146121823707,281.3786027992682,0.13942046545362008,-0.6793106316873749,0.12289756689354958,0.30830306803760743
krishna,580.2123890615635,1564.8593993479958,0.011852508627961833,-0.21947437333496483,-7.342777519699946,0.32260638596823926
narmada,3243.788515913077,12848.955637041669,0.1414097546415689,0.1414097546415689,0.6248816569972657,0.23736809400878767
tapi,342.0458370896344,957.2774644753479,0.5706429237109611,0.4432701713810918,0.39811754409861133,0.6122686479159916
