Basin,CRPS,RMSE,NSE,KGE
cauvery,225.9872763348513,560.1439437487622,0.33082795238644763,0.33791560603176063
godavari,107.723382162411,275.9891795759091,0.17207120535106524,0.3607637637832388
krishna,494.44756542703146,1492.042172769607,0.012823862319584278,0.28287965931608455
narmada,3401.848446331967,13294.67137059453,0.08080954950505936,0.15440086584312318
tapi,405.8188588966518,1047.0410030713565,0.4863464034732281,0.4072731480210352
