Condition,CRPS,RMSE,NSE,KGE
El Nino,878.7747828075777,2812.821820855386,0.09632697089283059,0.25053052366648887
Neutral,322.0853287922638,467.6966360863036,-1719.0887172046414,-33.947977410913914
