CRPS,RMSE,MAE,NSE,KGE,Reservoir,Basin
227.30845134532868,595.9023615269107,232.03462471119948,0.5311674916792802,0.44238096015401474,Nagarjuna Sagar,krishna
385.5808946810747,1336.4192002593509,442.1765432912859,0.6578343119574741,0.558534687717272,Srisailam,krishna
657.9790065882893,2444.4033195343577,828.4417770677506,0.7474198243332217,0.5451227711412865,Almatti,krishna
370.44984187208104,1487.6336866097256,508.2494781201867,0.6107331410553745,0.5880258117401953,Tungabhadra,krishna
821.3828729790707,1234.2071063879625,942.0550144029921,-5.003820459148821,-0.7180285505139274,Mettur,cauvery
200.21260756727767,715.2315879171247,236.45345484950724,0.2958541098160036,0.4484592487471918,Krishnaraja Sagara,cauvery
32.787868562258865,33.59482343173246,26.95792118181611,,,Jayakwadi,godavari
389.4480748573928,1090.349277216701,472.40785165525057,0.44405467600612214,0.35502174624614224,Ujjani,krishna
2714.983613650147,11514.347970424273,3008.0697585184357,-0.054993032369473616,0.011305785481674824,Sardar Sarovar,narmada
370.09764295722243,1004.8337683339776,472.3541070053431,0.5269234755099368,0.6093951116297694,Ukai,tapi
