CRPS,RMSE,MAE,NSE,KGE,Reservoir,Basin
528.200403894958,1104.3288686248136,603.2735434245141,-5.848468644511008,-0.7466837584104358,Nagarjuna Sagar,krishna
408.0966724214916,1071.5023130843285,427.7468325327694,0.7800432623565081,0.6498321508510219,Srisailam,krishna
591.6582113493689,2125.8013870045047,706.0251046375091,0.8089711754071369,0.6788606205901404,Almatti,krishna
369.11785933128357,1437.012820555785,504.72886629545997,0.6367741840911574,0.707938499083284,Tungabhadra,krishna
200.2887713090428,381.51279747747935,234.95843349955385,0.4263198394940495,0.44247700794371636,Mettur,cauvery
195.75964468751675,717.1428128002565,236.83656796299954,0.29208587795469154,0.5064412395775544,Krishnaraja Sagara,cauvery
97.27672911118333,286.299510569924,114.91946373042983,0.10905665636087003,0.4547514149457521,Jayakwadi,godavari
380.6987254867434,1035.3626468944576,430.48935969543413,0.4987137290196664,0.5364548890137946,Ujjani,krishna
3283.511895293476,12946.859428745602,3669.113702913287,0.1282756927836608,0.2302752967116526,Sardar Sarovar,narmada
347.96887351068267,965.4623418413913,432.0362630244281,0.563269390360554,0.6772776515583987,Ukai,tapi
