Week,CRPS,RMSE,MAE,NSE,KGE,Reservoir,Basin
1,528.200403894958,1104.3288686248136,603.2735434245141,-5.848468644511008,-0.7466837584104358,Nagarjuna Sagar,krishna
1,408.0966724214916,1071.5023130843285,427.7468325327694,0.7800432623565081,0.6498321508510219,Srisailam,krishna
1,591.6582113493689,2125.8013870045047,706.0251046375091,0.8089711754071369,0.6788606205901404,Almatti,krishna
1,369.11785933128357,1437.012820555785,504.72886629545997,0.6367741840911574,0.707938499083284,Tungabhadra,krishna
1,200.2887713090428,381.51279747747935,234.95843349955385,0.4263198394940495,0.44247700794371636,Mettur,cauvery
1,195.75964468751675,717.1428128002565,236.83656796299954,0.29208587795469154,0.5064412395775544,Krishnaraja Sagara,cauvery
1,97.27672911118333,286.299510569924,114.91946373042983,0.10905665636087003,0.4547514149457521,Jayakwadi,godavari
1,380.6987254867434,1035.3626468944576,430.48935969543413,0.4987137290196664,0.5364548890137946,Ujjani,krishna
1,3283.511895293476,12946.859428745602,3669.113702913287,0.1282756927836608,0.2302752967116526,Sardar Sarovar,narmada
1,347.96887351068267,965.4623418413913,432.0362630244281,0.563269390360554,0.6772776515583987,Ukai,tapi
2,703.2085833425385,1063.3924927909125,672.7597642151551,-5.359634987327154,-0.7036987193542261,Nagarjuna Sagar,krishna
2,623.0886398132749,1911.1694750989088,673.5863295477099,0.3004667151731335,0.40170619973503296,Srisailam,krishna
2,1064.2815647875798,4108.363759916026,1308.9939707806475,0.28650438139094303,0.2365974053383355,Almatti,krishna
2,587.6760728195663,2200.648272049744,744.4291864317801,0.1481626219545873,0.2320014946488077,Tungabhadra,krishna
2,275.15365972604405,450.94731936680694,274.85796065184087,0.20783296879533908,0.2718427769898518,Mettur,cauvery
2,264.86754322803785,856.6142408266002,314.47225473579704,-0.01010831444376259,0.10081514200274377,Krishnaraja Sagara,cauvery
2,105.77496385750138,311.09062198220875,127.07339803691194,-0.05192000585798051,-0.02238429222875782,Jayakwadi,godavari
2,506.5414929288574,1363.6138962103707,577.4472903136322,0.13047181927668194,0.13676489281623883,Ujjani,krishna
2,3952.563813395092,13482.532636486196,3984.078741066578,0.05556531696908473,-0.07868262119518454,Sardar Sarovar,narmada
2,428.2388834226782,1107.4247938652386,543.1187925393384,0.4253229055314589,0.3870878823712671,Ukai,tapi
3,745.9043755836601,972.4336398386192,648.9438704949278,-4.335698430330673,-0.6123277232449156,Nagarjuna Sagar,krishna
3,777.3614220751668,2519.724843340375,893.8685904462766,-0.21472475568892246,0.13479233655961598,Srisailam,krishna
3,1441.17234695582,5000.24825849736,1698.1632531029752,-0.05690673605379937,-0.0948315520027394,Almatti,krishna
3,738.2950905381431,2445.0251792275462,844.0350886353896,-0.051531033103735746,0.007611130339977623,Tungabhadra,krishna
3,310.80465123533196,437.2148646968546,274.8813561845276,0.26436168106149194,0.3630026432619754,Mettur,cauvery
3,290.18902428550473,840.162740309881,334.74716854954085,0.028871525582388036,0.08008291453525673,Krishnaraja Sagara,cauvery
3,107.96904112959022,305.5368189300885,127.5623910109148,-0.014696077920769213,-0.13317622473397783,Jayakwadi,godavari
3,555.466905187631,1447.7188496049214,676.848149932523,0.019902496220905785,-0.01540392938200208,Ujjani,krishna
3,4102.78499557846,13692.856622974006,4225.561988286715,0.02685918759690198,-0.12657907372638633,Sardar Sarovar,narmada
3,489.41371512423325,1254.9495448083524,601.4122021039109,0.2617089068521381,0.24008073269116892,Ukai,tapi
4,761.3014501886308,1055.185578524638,693.8587342930923,-5.239004699477623,-0.7635021625847536,Nagarjuna Sagar,krishna
4,894.6212908914573,2745.0350180877904,1025.1074908002188,-0.44153383673823243,0.01259111113370226,Srisailam,krishna
4,1709.0743972883547,5341.683537942145,1913.9349577100138,-0.20617366376523116,-0.2577755651506781,Almatti,krishna
4,876.369510834733,2645.401064081915,945.8409634365571,-0.23094449440501164,-0.13616521114413271,Tungabhadra,krishna
4,312.1661018465165,423.3408387931992,275.8434659478955,0.3143751796723405,0.45507225461550627,Mettur,cauvery
4,336.2580733473599,904.5324605718517,360.40643393674526,-0.12417446422309686,-0.05441512038726315,Krishnaraja Sagara,cauvery
4,113.77658786173879,313.7421335146,129.66698220712257,-0.06992803501199929,-0.24317668716003515,Jayakwadi,godavari
4,585.5211418975512,1522.3834715014573,721.467518856669,-0.08379949758346017,-0.08689122110501524,Ujjani,krishna
4,4210.639089031562,13597.618073946716,4405.734927694323,0.03962781743626409,-0.11763700084561757,Sardar Sarovar,narmada
4,529.909764115223,1361.0542183569971,638.3184030750955,0.13127113247021882,0.1522446433099054,Ukai,tapi
5,802.3869808632404,1230.9761142242337,789.9666360071408,-7.561709384476702,-1.0950949148117548,Nagarjuna Sagar,krishna
5,1022.1931931420021,2951.660507229679,1155.0621525228507,-0.6656490161312969,-0.05003212114365474,Srisailam,krishna
5,1869.8620621914645,5413.965765296606,1973.1525772185505,-0.2390377598228839,-0.3208926340177105,Almatti,krishna
5,942.2984836892384,2710.5873115519917,1006.8657260551031,-0.2923561816126192,-0.1914079334828227,Tungabhadra,krishna
5,366.4324410595445,515.418222994226,330.07731676575645,-0.0021305660933859105,0.3107781509088674,Mettur,cauvery
