Condition,CRPS,RMSE,NSE,KGE
El Nino,850.2903486159197,2682.7783080900917,-0.25033881505653516,0.3709347214273063
Neutral,231.40773700734417,356.2409386516391,-352.1141688764576,-14.97062476550343
