Condition,CRPS,RMSE,NSE,Event_NSE,Log_NSE,KGE
El Nino,917.5867695993944,2703.2879837999476,0.1256830829571074,-0.05516709304500382,-1.556493889768511,0.44002171785110084
Neutral,275.9367960938168,449.96384946503593,-1.3036697802275774,-0.39270379521232107,-3.350552682629919e+40,-15.813866729067394
