Week,CRPS,RMSE,MAE,NSE,Event_NSE,Log_NSE,KGE,Reservoir,Basin
1,657.169968499666,1319.8500832340574,841.2789397691428,-1.768785457452458,-1.768785457452458,-10.144420609373908,-0.027755380671509622,Nagarjuna Sagar,krishna
1,648.9420381873292,1169.5018322407518,620.8763466173403,0.8252819261708928,0.8252946922841841,-2.1963315742708587,0.8442871240505517,Srisailam,krishna
1,626.8790896949411,2125.1919675824183,749.3756003239838,0.8090806870384457,0.7520269028837856,-0.7422428350522297,0.6843006860728622,Almatti,krishna
1,389.09751013153135,1419.1420855389583,518.9015046956155,0.6457521839814119,0.6291654276499951,-0.3629059642627266,0.7024826564428452,Tungabhadra,krishna
1,223.08694607725835,422.84344740211475,254.35415515696496,0.295289374409645,0.295289374409645,0.38346414216017133,0.357848262200542,Mettur,cauvery
1,213.026296034025,716.3150299573671,265.641518575537,0.29371919547741854,0.29371919547741854,0.5791091587788852,0.4545075068694103,Krishnaraja Sagara,cauvery
1,98.75126515142907,270.4983335210857,113.7406787033496,0.204687031763659,-0.5257273205990891,-0.7756412245989222,0.4914581563665571,Jayakwadi,godavari
1,426.26957573156074,1055.00255771129,527.8496065137814,0.4795154409462207,-0.548830951736248,0.6471960720924135,0.38447638772883974,Ujjani,krishna
1,3381.593906196373,12889.922120129324,3755.7136276139618,0.13592611913238106,0.13592611913238106,0.5834072193539337,0.22835498229121964,Sardar Sarovar,narmada
1,355.62583112938563,963.6843981330817,432.10364660452734,0.5648764286504806,0.43680450367428103,0.3611967353134181,0.7178316243914494,Ukai,tapi
2,721.6461379334769,1153.087814677207,754.7532128764944,-1.2765917079347244,-1.2765917079347244,-10.117094711323746,0.10580863705246946,Nagarjuna Sagar,krishna
2,987.3962406470594,2558.0998642419872,1063.5821774889553,0.16433331192004041,0.163323762300554,-2.5918527156974385,0.47696463749816087,Srisailam,krishna
2,1095.866249691518,4053.040480282877,1332.25141011884,0.30559088322299666,0.09381196378507761,-0.6883506203886947,0.22554396100262053,Almatti,krishna
2,590.9348119128211,2174.7225319183135,746.6832001971968,0.16811531174256433,0.12576683106083053,-0.45332852163610604,0.2312214974577278,Tungabhadra,krishna
2,293.43657244692275,477.57116308094936,298.87915330414506,0.1115329320849211,0.1115329320849211,-0.10609250256444813,0.27534072472420523,Mettur,cauvery
2,268.26894005343945,843.8929783291857,325.59959993164495,0.019670407866590245,0.019670407866590245,0.17152749069547013,0.0979566401948273,Krishnaraja Sagara,cauvery
2,108.9313633095254,309.27709765689104,133.10838606229782,-0.0396912731298007,-0.8476816751676894,-0.8206109190044721,0.01753218105382226,Jayakwadi,godavari
2,555.9475936752925,1370.291731332014,662.2531986271367,0.12193452924031056,-1.6380127233031656,0.568798401376085,0.05502582810442147,Ujjani,krishna
2,4115.065245786986,13631.447634269898,4173.155838055393,0.034587481148773525,0.034587481148773525,0.4532747125079212,-0.03802629033674987,Sardar Sarovar,narmada
2,429.9067522312265,1106.5630761559885,549.33026378169,0.4262169017000538,0.25687242191641924,0.28269837092690997,0.42983557271041994,Ukai,tapi
3,733.790308964401,1027.4653115484543,712.3270252120576,-0.8519573130555691,-0.8519573130555691,-14.915289265790042,0.2714129410799848,Nagarjuna Sagar,krishna
3,1219.7559615935977,3439.041268383088,1431.909438774069,-0.5103762719547911,-0.5043237851444795,-3.864333102045765,0.09920855667287576,Srisailam,krishna
3,1445.2779552640548,4862.933856980885,1674.5241347232236,0.00034473784581190436,-0.29945158141211037,-0.5675964514872949,-0.09066019489856392,Almatti,krishna
3,730.5441923317837,2405.521172567154,827.1790567294978,-0.017826584445452154,-0.07065965629770043,-0.49173802137685874,0.010010993202382634,Tungabhadra,krishna
3,315.25066357206174,455.19701604409187,285.0521253787189,0.20260534847103706,0.20260534847103706,0.33878722216074264,0.4080066803041045,Mettur,cauvery
3,279.4334138828706,810.8676442001288,338.4151399758929,0.09541413789586028,0.09541413789586028,-0.04365401748833553,0.10666346957488138,Krishnaraja Sagara,cauvery
3,106.84707911808023,297.33539441220955,128.86310564086125,0.039047111462539585,-0.6883431623018801,-0.6280110569083275,-0.07678957406006237,Jayakwadi,godavari
3,592.4124295280217,1432.3732060196496,745.7052048076971,0.04057020347402429,-1.8872420227683553,0.5576920101559808,-0.06786159990053986,Ujjani,krishna
3,4323.264704064603,13785.053415911661,4471.082170001022,0.013710358607813888,0.013710358607813888,0.37867498428914026,-0.08657423839328393,Sardar Sarovar,narmada
3,480.2973479711368,1239.714502976325,589.45436719671,0.2795257524971003,0.06491118981093857,0.3688314005756341,0.28295925181310044,Ukai,tapi
4,778.497388359981,1112.126987678435,774.4101440405043,-1.2372091658039182,-1.2372091658039182,-15.045282974562866,0.15621452693822613,Nagarjuna Sagar,krishna
4,1361.5211568962147,3816.11913971252,1573.8532225983345,-0.8591704478652094,-0.8018853091459073,-4.249685003865443,-0.06692296760215055,Srisailam,krishna
