Basin,CRPS,RMSE,NSE,Event_NSE,Log_NSE,KGE
cauvery,218.05662105564167,569.5792386797409,0.29450428494353176,0.29450428494353176,0.4812866504695283,0.40617788453497616
godavari,98.75126515142907,270.4983335210857,0.204687031763659,-0.5257273205990891,-0.7756412245989222,0.4914581563665571
krishna,549.6716364490056,1417.7377052614952,0.1981689561369026,-0.022225877274148244,-2.559740982173462,0.5175582947247179
narmada,3381.593906196373,12889.922120129324,0.13592611913238106,0.13592611913238106,0.5834072193539337,0.22835498229121964
tapi,355.62583112938563,963.6843981330817,0.5648764286504806,0.43680450367428103,0.3611967353134181,0.7178316243914494
