Basin,CRPS,RMSE,NSE,Event_NSE,Log_NSE,KGE
cauvery,288.78547183424257,609.0563560284747,0.15335569427321777,0.15335569427321777,0.3581892779092947,0.22510452610137166
godavari,136.53631522217646,245.5329173188084,0.3447178705496965,0.051263285992628416,-1.4699885351208728,0.3691947186363582
krishna,845.1498465182392,1971.9431713225117,-0.36294066933881136,-0.6571078766096019,-5.854511600174563,0.10074990715536085
narmada,3746.178426768079,12334.02237478,0.20884832004756737,0.20884832004756737,0.5398471200218025,0.18026459714216636
tapi,412.7908257914822,849.1744828442168,0.6621399629061233,0.5684463573457609,-0.01743217028197197,0.5304528324529405
