Condition,CRPS,RMSE,NSE,KGE
El Nino,805.3807214480132,2600.255989053538,0.09821680801133088,0.32954500129588926
Neutral,221.20580091483944,332.9992992032151,-447.46923223370857,-8.6563841757523
