Week,CRPS,RMSE,NSE,KGE,Reservoir,Basin
1,225.0032401131039,588.5640076061472,0.5426434481481084,0.48498558837103456,Nagarjuna Sagar,krishna
1,382.5889858321224,1314.0007320121924,0.669217703359849,0.5766434845885375,Srisailam,krishna
1,668.4150794383675,2476.804185819213,0.7406794839166757,0.5411620346331449,Almatti,krishna
1,373.02923643818247,1478.0566583239236,0.6157290210285429,0.5945394933462985,Tungabhadra,krishna
1,826.1353354202543,1235.8234359464952,-1.7756924197073873,-0.13094864844322407,Mettur,cauvery
1,200.82954565437382,715.6103323156756,0.29510816422814445,0.4517235339673952,Krishnaraja Sagara,cauvery
1,33.28885618274991,32.81485285901806,,,Jayakwadi,godavari
1,383.81949399953294,1087.1970935431648,0.44726448898730364,0.3568860365083468,Ujjani,krishna
1,2704.2850510617955,11546.348778760394,-0.06086527869675584,0.015088713664956566,Sardar Sarovar,narmada
1,369.8222833551438,997.5303660326011,0.5337753789857405,0.6128512431264364,Ukai,tapi
2,352.5091883472977,797.9178571292482,0.16007515794977434,0.125231923271655,Nagarjuna Sagar,krishna
2,661.7914236738541,2190.91931547063,0.08068837609642554,0.13479160070003426,Srisailam,krishna
2,1182.0653362390615,4376.142971591279,0.19046331168934916,0.07467060539796111,Almatti,krishna
2,585.6620124715608,2271.797414946531,0.09219070638548454,0.057503234562017336,Tungabhadra,krishna
2,1113.4304757184666,1227.0341751738583,-1.8777124789139297,-0.30024460456465296,Mettur,cauvery
2,271.3881505581602,837.5469139290802,0.03435910200529613,0.0644416383840628,Krishnaraja Sagara,cauvery
2,45.46287275567337,27.018380619064263,,,Jayakwadi,godavari
2,517.4577162373275,1432.8831268667932,0.039887024702639495,-0.06881261214012913,Ujjani,krishna
2,3180.3728520624227,11401.876072127141,-0.03613290622773779,-0.33310264853966487,Sardar Sarovar,narmada
2,451.5679832451083,1189.2199715335016,0.3372956974207546,0.2785066024652817,Ukai,tapi
3,446.8205396489327,1019.1599717587986,-0.3682195019489163,-0.28852636512563024,Nagarjuna Sagar,krishna
3,840.6629962881442,2568.629799330511,-0.2623351624134107,-0.2328441875459728,Srisailam,krishna
3,1534.91429421878,5068.641793281445,-0.0860172705682909,-0.28786826225285744,Almatti,krishna
3,712.2041731798232,2432.074947968796,-0.04042153042278729,-0.16727701663316252,Tungabhadra,krishna
3,1297.6185387679204,1326.0846561851927,-2.6562542077573656,-0.5642668319287092,Mettur,cauvery
3,283.71514804135677,824.0618802383611,0.0657362398137531,0.028583178532563647,Krishnaraja Sagara,cauvery
3,53.0069039343998,30.024095883721873,,,Jayakwadi,godavari
3,569.148917283447,1552.6308927450689,-0.12729413603775308,-0.3176299778246128,Ujjani,krishna
3,3330.360199430329,11507.51939916905,-0.05428779427112884,-0.39109432743668493,Sardar Sarovar,narmada
3,510.9604496896745,1347.4418100018756,0.14887149360484675,0.06831396746742724,Ukai,tapi
4,486.2148495672384,1067.3731784925478,-0.5006383608418334,-0.3116809117743229,Nagarjuna Sagar,krishna
4,929.0694698719973,2643.766869589337,-0.3371353628377478,-0.2841322219559299,Srisailam,krishna
4,1763.7298251126988,5241.473372515137,-0.1613424450013432,-0.3841453008538187,Almatti,krishna
4,840.4527622476477,2568.8842245927626,-0.16076548484474573,-0.29098438527434833,Tungabhadra,krishna
4,1276.5443543222664,1280.8073566268813,-2.5310615269012118,-0.531006701980818,Mettur,cauvery
4,338.38395726067205,876.7142858101814,-0.056091553044608666,-0.09220636577923313,Krishnaraja Sagara,cauvery
4,55.65076815747178,32.48603668141172,,,Jayakwadi,godavari
4,599.0589484752231,1581.1102101875417,-0.16902847049353986,-0.3885393518854756,Ujjani,krishna
4,3262.4438512535453,11348.574358939482,-0.025341083221634086,-0.32909972926668796,Sardar Sarovar,narmada
4,576.0373047349296,1436.0538560214204,0.03289226616615526,-0.04056603462240593,Ukai,tapi
5,552.775395641205,1096.8494226660212,-0.5830425685892089,-0.2587374691590685,Nagarjuna Sagar,krishna
5,1022.4548597689076,2652.0129520582686,-0.34462742567998395,-0.2553834873772358,Srisailam,krishna
5,1940.8948646734568,5214.069303706989,-0.1492304645939755,-0.41517180805299514,Almatti,krishna
5,902.4697089476629,2571.42879828822,-0.16306618500227898,-0.33022984563307856,Tungabhadra,krishna
5,1348.6979342890932,1570.7940499735275,-4.260152213772772,-0.9452384900797925,Mettur,cauvery
5,360.8780064595401,886.2582826500175,-0.07888588069113722,-0.15074282242424286,Krishnaraja Sagara,cauvery
5,57.65288831741755,36.20564101517116,,,Jayakwadi,godavari
5,675.0477811506721,1599.2355693336615,-0.1959848624862257,-0.448140546577406,Ujjani,krishna
5,3370.9389953779505,11481.028248074324,-0.05060291340517997,-0.3754718164181239,Sardar Sarovar,narmada
5,600.5544330383977,1482.6199201570603,-0.03100545294387347,-0.13327375643537076,Ukai,tapi
6,627.8431356207094,1056.5915145749636,-0.46646588853918924,-0.1795869889144257,Nagarjuna Sagar,krishna
6,1140.5924477380497,2559.0640153347467,-0.2505201563318258,-0.21137259019949184,Srisailam,krishna
6,2069.1656438870045,5145.993276784626,-0.1194171603916021,-0.44186193818478814,Almatti,krishna
6,991.7233864314436,2551.661927066648,-0.14525366347411883,-0.36184318967628815,Tungabhadra,krishna
6,1394.162378066265,1522.034109272474,-3.9322665114938076,-0.9880092913341925,Mettur,cauvery
6,365.91853706880005,882.1662990521363,-0.06912616631080493,-0.1781698939859806,Krishnaraja Sagara,cauvery
6,63.96613433547513,33.058800293739154,,,Jayakwadi,godavari
