Date,Year,Month,oni,soi,nino34,iod
1991-05-01,1991.0,5.0,0.45,-1.7,0.45,
1991-06-01,1991.0,6.0,0.64,-0.2,0.59,
1991-07-01,1991.0,7.0,0.73,0.0,0.7,
1991-08-01,1991.0,8.0,0.64,-0.7,0.73,
1991-09-01,1991.0,9.0,0.62,-2.5,0.42,
1991-10-01,1991.0,10.0,0.79,-1.7,0.89,
1991-11-01,1991.0,11.0,1.21,-1.1,1.06,
1991-12-01,1991.0,12.0,1.53,-2.9,1.27,
1992-01-01,1992.0,1.0,1.71,-4.7,1.34,
1992-02-01,1992.0,2.0,1.63,-1.5,1.32,
1992-03-01,1992.0,3.0,1.48,-3.3,1.19,
1992-04-01,1992.0,4.0,1.29,-1.7,1.17,
1992-05-01,1992.0,5.0,1.06,0.4,0.97,
1992-06-01,1992.0,6.0,0.73,-1.0,0.57,
1992-07-01,1992.0,7.0,0.37,-1.0,0.37,
1992-08-01,1992.0,8.0,0.09,0.6,0.09,
1992-09-01,1992.0,9.0,-0.13,0.1,-0.03,
1992-10-01,1992.0,10.0,-0.25,-2.3,-0.17,
1992-11-01,1992.0,11.0,-0.28,-1.1,-0.06,
1992-12-01,1992.0,12.0,-0.13,-0.9,-0.0,
1993-01-01,1993.0,1.0,0.09,-1.5,0.35,
1993-02-01,1993.0,2.0,0.3,-1.2,0.43,
1993-03-01,1993.0,3.0,0.5,-0.8,0.36,
1993-04-01,1993.0,4.0,0.67,-1.9,0.63,
1993-05-01,1993.0,5.0,0.7,-0.6,0.86,
1993-06-01,1993.0,6.0,0.57,-1.4,0.39,
1993-07-01,1993.0,7.0,0.32,-1.3,0.2,
1993-08-01,1993.0,8.0,0.25,-1.6,0.26,
1993-09-01,1993.0,9.0,0.15,-1.2,0.33,
1993-10-01,1993.0,10.0,0.1,-1.8,0.22,
1993-11-01,1993.0,11.0,0.04,-0.1,0.29,
1993-12-01,1993.0,12.0,0.06,0.3,0.34,
1994-01-01,1994.0,1.0,0.06,-0.2,0.22,
1994-02-01,1994.0,2.0,0.07,0.4,-0.09,
1994-03-01,1994.0,3.0,0.17,-1.1,0.13,
1994-04-01,1994.0,4.0,0.31,-2.1,0.21,
1994-05-01,1994.0,5.0,0.42,-1.1,0.25,
1994-06-01,1994.0,6.0,0.41,-0.7,0.32,
1994-07-01,1994.0,7.0,0.44,-2.2,0.38,
1994-08-01,1994.0,8.0,0.43,-2.0,0.51,
1994-09-01,1994.0,9.0,0.55,-2.6,0.38,
1994-10-01,1994.0,10.0,0.74,-1.9,0.78,
1994-11-01,1994.0,11.0,1.01,-0.9,0.97,
1994-12-01,1994.0,12.0,1.09,-2.0,1.08,
1995-01-01,1995.0,1.0,0.96,-0.7,0.84,
1995-02-01,1995.0,2.0,0.72,-0.2,0.8,
1995-03-01,1995.0,3.0,0.53,1.2,0.52,
1995-04-01,1995.0,4.0,0.3,-1.1,0.32,
1995-05-01,1995.0,5.0,0.14,-0.6,0.12,
1995-06-01,1995.0,6.0,-0.03,0.2,0.02,
1995-07-01,1995.0,7.0,-0.24,0.7,-0.03,
1995-08-01,1995.0,8.0,-0.54,0.5,-0.49,
1995-09-01,1995.0,9.0,-0.81,0.4,-0.63,
1995-10-01,1995.0,10.0,-0.97,0.0,-0.75,
1995-11-01,1995.0,11.0,-1.0,0.1,-0.88,
1995-12-01,1995.0,12.0,-0.98,-0.8,-0.77,
1996-01-01,1996.0,1.0,-0.9,1.6,-0.68,
1996-02-01,1996.0,2.0,-0.75,0.4,-0.65,
1996-03-01,1996.0,3.0,-0.59,1.9,-0.5,
1996-04-01,1996.0,4.0,-0.39,1.3,-0.31,
1996-05-01,1996.0,5.0,-0.31,0.5,-0.25,
1996-06-01,1996.0,6.0,-0.3,1.9,-0.26,
1996-07-01,1996.0,7.0,-0.27,1.1,-0.31,
1996-08-01,1996.0,8.0,-0.32,1.2,-0.2,
1996-09-01,1996.0,9.0,-0.35,1.0,-0.33,
1996-10-01,1996.0,10.0,-0.4,1.0,-0.27,
1996-11-01,1996.0,11.0,-0.45,-0.1,-0.19,
1996-12-01,1996.0,12.0,-0.49,1.5,-0.39,
1997-01-01,1997.0,1.0,-0.5,0.8,-0.25,
1997-02-01,1997.0,2.0,-0.36,2.9,-0.08,
1997-03-01,1997.0,3.0,-0.1,-0.7,0.05,
1997-04-01,1997.0,4.0,0.28,-1.0,0.44,
1997-05-01,1997.0,5.0,0.75,-2.2,0.72,
1997-06-01,1997.0,6.0,1.22,-2.3,0.91,
1997-07-01,1997.0,7.0,1.6,-1.2,1.21,
1997-08-01,1997.0,8.0,1.9,-2.4,1.4,
1997-09-01,1997.0,9.0,2.14,-2.4,1.63,
1997-10-01,1997.0,10.0,2.33,-2.4,1.69,
1997-11-01,1997.0,11.0,2.4,-2.0,1.85,
1997-12-01,1997.0,12.0,2.39,-1.6,1.78,
1998-01-01,1998.0,1.0,2.24,-4.4,1.81,
1998-02-01,1998.0,2.0,1.93,-3.4,1.53,
1998-03-01,1998.0,3.0,1.44,-4.0,1.06,
1998-04-01,1998.0,4.0,0.99,-2.4,0.55,
1998-05-01,1998.0,5.0,0.45,0.4,0.59,
1998-06-01,1998.0,6.0,-0.13,1.6,-0.44,
1998-07-01,1998.0,7.0,-0.78,2.0,-0.53,
1998-08-01,1998.0,8.0,-1.12,1.9,-0.74,
1998-09-01,1998.0,9.0,-1.31,1.7,-0.97,
1998-10-01,1998.0,10.0,-1.35,1.8,-1.16,
1998-11-01,1998.0,11.0,-1.48,1.7,-1.08,
1998-12-01,1998.0,12.0,-1.57,2.3,-1.45,
1999-01-01,1999.0,1.0,-1.55,3.0,-1.68,
1999-02-01,1999.0,2.0,-1.3,1.6,-1.28,
1999-03-01,1999.0,3.0,-1.07,2.1,-0.9,
1999-04-01,1999.0,4.0,-0.98,2.3,-0.71,
1999-05-01,1999.0,5.0,-1.02,0.4,-0.78,
1999-06-01,1999.0,6.0,-1.04,0.4,-0.76,
1999-07-01,1999.0,7.0,-1.1,0.9,-0.89,
1999-08-01,1999.0,8.0,-1.11,0.6,-1.02,
1999-09-01,1999.0,9.0,-1.16,-0.1,-0.87,
1999-10-01,1999.0,10.0,-1.26,1.6,-0.95,
1999-11-01,1999.0,11.0,-1.46,1.7,-1.33,
1999-12-01,1999.0,12.0,-1.65,2.4,-1.43,
2000-01-01,2000.0,1.0,-1.66,1.1,-1.41,
2000-02-01,2000.0,2.0,-1.41,2.7,-1.26,
2000-03-01,2000.0,3.0,-1.07,2.2,-1.07,
2000-04-01,2000.0,4.0,-0.81,2.0,-0.81,
2000-05-01,2000.0,5.0,-0.71,0.6,-0.84,
2000-06-01,2000.0,6.0,-0.64,-0.3,-0.55,
2000-07-01,2000.0,7.0,-0.55,-0.3,-0.54,
2000-08-01,2000.0,8.0,-0.51,1.2,-0.35,
2000-09-01,2000.0,9.0,-0.55,1.4,-0.33,
2000-10-01,2000.0,10.0,-0.63,1.8,-0.56,
2000-11-01,2000.0,11.0,-0.75,3.0,-0.61,
2000-12-01,2000.0,12.0,-0.74,1.3,-0.89,
2001-01-01,2001.0,1.0,-0.68,1.6,-0.74,
2001-02-01,2001.0,2.0,-0.52,2.8,-0.7,
2001-03-01,2001.0,3.0,-0.44,1.5,-0.39,
2001-04-01,2001.0,4.0,-0.34,0.3,-0.26,
2001-05-01,2001.0,5.0,-0.25,-0.8,-0.14,
2001-06-01,2001.0,6.0,-0.12,0.5,0.0,
2001-07-01,2001.0,7.0,-0.08,-0.3,0.13,
2001-08-01,2001.0,8.0,-0.13,-0.7,0.07,
2001-09-01,2001.0,9.0,-0.19,0.3,-0.04,
2001-10-01,2001.0,10.0,-0.29,-0.1,0.13,
2001-11-01,2001.0,11.0,-0.35,1.1,-0.11,
2001-12-01,2001.0,12.0,-0.31,-1.4,-0.27,
2002-01-01,2002.0,1.0,-0.15,0.7,0.01,
2002-02-01,2002.0,2.0,0.03,1.8,0.15,
2002-03-01,2002.0,3.0,0.09,-0.4,0.22,
2002-04-01,2002.0,4.0,0.2,-0.1,0.28,
2002-05-01,2002.0,5.0,0.43,-1.4,0.4,
2002-06-01,2002.0,6.0,0.65,-0.4,0.65,
2002-07-01,2002.0,7.0,0.79,-0.8,0.66,
2002-08-01,2002.0,8.0,0.86,-1.6,0.67,
2002-09-01,2002.0,9.0,1.01,-1.0,0.81,
2002-10-01,2002.0,10.0,1.21,-0.6,0.93,
2002-11-01,2002.0,11.0,1.31,-0.7,1.2,
2002-12-01,2002.0,12.0,1.14,-1.8,1.25,
2003-01-01,2003.0,1.0,0.92,-0.3,0.58,
2003-02-01,2003.0,2.0,0.63,-1.1,0.68,
2003-03-01,2003.0,3.0,0.38,-0.5,0.54,
2003-04-01,2003.0,4.0,-0.04,-0.2,0.22,
2003-05-01,2003.0,5.0,-0.26,-0.5,-0.26,
2003-06-01,2003.0,6.0,-0.16,-1.0,0.12,
2003-07-01,2003.0,7.0,0.08,0.5,0.26,
2003-08-01,2003.0,8.0,0.21,0.2,0.3,
2003-09-01,2003.0,9.0,0.26,-0.2,0.21,
2003-10-01,2003.0,10.0,0.29,0.0,0.49,
2003-11-01,2003.0,11.0,0.35,-0.5,0.44,
2003-12-01,2003.0,12.0,0.35,1.8,0.43,
2004-01-01,2004.0,1.0,0.37,-2.2,0.43,
2004-02-01,2004.0,2.0,0.31,2.0,0.36,
2004-03-01,2004.0,3.0,0.23,0.7,0.07,
2004-04-01,2004.0,4.0,0.17,-1.5,0.24,
2004-05-01,2004.0,5.0,0.17,1.7,0.19,
2004-06-01,2004.0,6.0,0.28,-1.4,0.27,
2004-07-01,2004.0,7.0,0.47,-0.8,0.57,
2004-08-01,2004.0,8.0,0.64,-0.5,0.65,
2004-09-01,2004.0,9.0,0.7,-0.6,0.67,
2004-10-01,2004.0,10.0,0.67,-0.1,0.74,
2004-11-01,2004.0,11.0,0.66,-1.1,0.83,
2004-12-01,2004.0,12.0,0.69,-1.3,0.82,
2005-01-01,2005.0,1.0,0.64,0.6,0.77,-0.124
2005-02-01,2005.0,2.0,0.58,-5.2,0.48,-0.56
2005-03-01,2005.0,3.0,0.45,0.5,0.55,-0.433
2005-04-01,2005.0,4.0,0.43,-1.0,0.4,0.084
2005-05-01,2005.0,5.0,0.29,-1.3,0.33,-0.033
2005-06-01,2005.0,6.0,0.11,0.7,0.27,-0.176
2005-07-01,2005.0,7.0,-0.06,0.3,-0.02,-0.384
2005-08-01,2005.0,8.0,-0.14,-0.6,0.07,-0.345
2005-09-01,2005.0,9.0,-0.11,0.6,0.05,-0.534
2005-10-01,2005.0,10.0,-0.29,2.0,0.1,-0.436
2005-11-01,2005.0,11.0,-0.57,-0.3,-0.26,-0.272
2005-12-01,2005.0,12.0,-0.84,-0.0,-0.65,-0.3
2006-01-01,2006.0,1.0,-0.85,2.7,-0.69,-0.135
2006-02-01,2006.0,2.0,-0.77,0.2,-0.63,-0.306
2006-03-01,2006.0,3.0,-0.57,2.9,-0.62,-0.226
2006-04-01,2006.0,4.0,-0.37,1.8,-0.14,-0.015
2006-05-01,2006.0,5.0,-0.14,-0.8,0.02,-0.208
2006-06-01,2006.0,6.0,-0.03,-0.4,0.19,-0.059
2006-07-01,2006.0,7.0,0.1,-1.0,0.26,0.04
2006-08-01,2006.0,8.0,0.3,-1.7,0.51,0.229
2006-09-01,2006.0,9.0,0.54,-1.0,0.66,0.428
2006-10-01,2006.0,10.0,0.77,-2.1,0.76,0.577
2006-11-01,2006.0,11.0,0.94,0.1,0.99,0.501
2006-12-01,2006.0,12.0,0.94,-0.5,1.08,0.172
2007-01-01,2007.0,1.0,0.66,-1.3,0.69,0.225
2007-02-01,2007.0,2.0,0.22,-0.1,0.27,0.15
2007-03-01,2007.0,3.0,-0.12,0.3,0.06,0.115
2007-04-01,2007.0,4.0,-0.32,-0.2,-0.01,0.1
2007-05-01,2007.0,5.0,-0.38,-0.2,-0.23,0.27
2007-06-01,2007.0,6.0,-0.47,0.9,-0.02,0.031
2007-07-01,2007.0,7.0,-0.56,-0.5,-0.24,0.045
2007-08-01,2007.0,8.0,-0.81,0.7,-0.53,0.237
2007-09-01,2007.0,9.0,-1.07,0.3,-0.9,0.235
2007-10-01,2007.0,10.0,-1.34,1.2,-1.07,0.068
2007-11-01,2007.0,11.0,-1.5,1.4,-1.36,-0.023
2007-12-01,2007.0,12.0,-1.6,2.7,-1.42,-0.227
2008-01-01,2008.0,1.0,-1.64,2.9,-1.6,0.115
2008-02-01,2008.0,2.0,-1.52,4.4,-1.64,-0.072
2008-03-01,2008.0,3.0,-1.29,2.4,-1.14,0.097
2008-04-01,2008.0,4.0,-1.01,1.1,-0.89,-0.153
2008-05-01,2008.0,5.0,-0.84,-0.1,-0.75,0.179
2008-06-01,2008.0,6.0,-0.61,1.0,-0.55,0.215
2008-07-01,2008.0,7.0,-0.37,0.5,-0.17,0.246
2008-08-01,2008.0,8.0,-0.23,1.7,-0.15,0.124
2008-09-01,2008.0,9.0,-0.24,2.0,-0.29,0.086
2008-10-01,2008.0,10.0,-0.35,2.1,-0.27,0.029
2008-11-01,2008.0,11.0,-0.55,2.2,-0.39,-0.128
2008-12-01,2008.0,12.0,-0.73,2.4,-0.74,-0.053
2009-01-01,2009.0,1.0,-0.85,1.8,-0.86,0.031
2009-02-01,2009.0,2.0,-0.79,3.1,-0.65,0.163
2009-03-01,2009.0,3.0,-0.61,0.7,-0.58,0.1
2009-04-01,2009.0,4.0,-0.33,1.3,-0.15,0.126
2009-05-01,2009.0,5.0,0.01,-0.2,0.22,0.257
2009-06-01,2009.0,6.0,0.28,0.2,0.54,0.1
2009-07-01,2009.0,7.0,0.45,0.4,0.6,-0.192
2009-08-01,2009.0,8.0,0.58,-0.3,0.61,-0.104
2009-09-01,2009.0,9.0,0.71,0.5,0.63,-0.103
2009-10-01,2009.0,10.0,1.01,-2.0,0.97,-0.013
2009-11-01,2009.0,11.0,1.36,-1.0,1.38,-0.067
2009-12-01,2009.0,12.0,1.56,-1.2,1.59,0.16
2010-01-01,2010.0,1.0,1.5,-1.8,1.33,0.294
2010-02-01,2010.0,2.0,1.22,-2.4,1.2,0.023
2010-03-01,2010.0,3.0,0.84,-1.1,0.93,0.458
2010-04-01,2010.0,4.0,0.35,2.0,0.59,0.37
2010-05-01,2010.0,5.0,-0.17,1.5,0.0,-0.029
2010-06-01,2010.0,6.0,-0.66,0.6,-0.38,-0.14
2010-07-01,2010.0,7.0,-1.05,3.0,-0.8,-0.001
2010-08-01,2010.0,8.0,-1.35,3.0,-1.08,-0.061
2010-09-01,2010.0,9.0,-1.56,3.7,-1.34,-0.267
2010-10-01,2010.0,10.0,-1.64,2.9,-1.49,-0.437
2010-11-01,2010.0,11.0,-1.64,2.1,-1.39,-0.495
2010-12-01,2010.0,12.0,-1.54,4.8,-1.43,-0.212
2011-01-01,2011.0,1.0,-1.31,3.8,-1.4,0.191
2011-02-01,2011.0,2.0,-1.04,4.5,-1.07,0.241
2011-03-01,2011.0,3.0,-0.8,4.2,-0.79,0.367
2011-04-01,2011.0,4.0,-0.62,3.1,-0.65,0.154
2011-05-01,2011.0,5.0,-0.46,0.6,-0.46,-0.089
2011-06-01,2011.0,6.0,-0.37,0.4,-0.21,0.055
2011-07-01,2011.0,7.0,-0.43,1.6,-0.18,0.223
2011-08-01,2011.0,8.0,-0.58,0.7,-0.56,0.344
2011-09-01,2011.0,9.0,-0.79,1.7,-0.69,0.202
2011-10-01,2011.0,10.0,-0.96,1.2,-0.9,0.356
2011-11-01,2011.0,11.0,-1.02,1.8,-0.92,0.336
2011-12-01,2011.0,12.0,-0.92,4.1,-0.99,-0.128
2012-01-01,2012.0,1.0,-0.72,1.8,-0.91,0.046
2012-02-01,2012.0,2.0,-0.57,0.8,-0.64,-0.078
2012-03-01,2012.0,3.0,-0.46,1.2,-0.53,0.026
2012-04-01,2012.0,4.0,-0.36,-0.4,-0.29,-0.271
2012-05-01,2012.0,5.0,-0.17,0.1,-0.21,-0.37
2012-06-01,2012.0,6.0,0.06,-0.7,0.05,0.0
2012-07-01,2012.0,7.0,0.3,-0.1,0.23,0.546
2012-08-01,2012.0,8.0,0.41,-0.3,0.45,0.652
2012-09-01,2012.0,9.0,0.41,0.4,0.29,0.453
2012-10-01,2012.0,10.0,0.31,0.5,0.26,0.11
2012-11-01,2012.0,11.0,0.13,0.4,0.33,-0.099
2012-12-01,2012.0,12.0,-0.1,-1.0,-0.01,0.267
2013-01-01,2013.0,1.0,-0.29,-0.1,-0.3,-0.065
2013-02-01,2013.0,2.0,-0.29,-0.4,-0.37,0.189
2013-03-01,2013.0,3.0,-0.21,2.5,-0.23,0.083
2013-04-01,2013.0,4.0,-0.19,0.4,-0.09,-0.297
2013-05-01,2013.0,5.0,-0.27,1.3,-0.25,-0.506
2013-06-01,2013.0,6.0,-0.34,2.0,-0.28,-0.497
2013-07-01,2013.0,7.0,-0.35,1.3,-0.23,-0.181
2013-08-01,2013.0,8.0,-0.28,0.3,-0.34,-0.194
2013-09-01,2013.0,9.0,-0.21,0.5,-0.1,-0.31
2013-10-01,2013.0,10.0,-0.13,-0.1,-0.15,-0.168
2013-11-01,2013.0,11.0,-0.1,1.2,0.12,0.199
2013-12-01,2013.0,12.0,-0.15,0.1,-0.16,0.141
2014-01-01,2014.0,1.0,-0.28,2.4,-0.25,-0.101
2014-02-01,2014.0,2.0,-0.32,0.1,-0.23,-0.089
2014-03-01,2014.0,3.0,-0.14,-1.5,0.12,-0.151
2014-04-01,2014.0,4.0,0.15,1.3,0.44,-0.058
2014-05-01,2014.0,5.0,0.31,0.9,0.53,-0.092
2014-06-01,2014.0,6.0,0.23,0.3,0.41,-0.028
2014-07-01,2014.0,7.0,0.1,-0.3,0.13,-0.363
2014-08-01,2014.0,8.0,0.11,-1.2,0.15,-0.372
2014-09-01,2014.0,9.0,0.28,-1.2,0.31,-0.145
2014-10-01,2014.0,10.0,0.54,-1.0,0.45,0.141
2014-11-01,2014.0,11.0,0.71,-1.5,0.84,0.009
2014-12-01,2014.0,12.0,0.77,-0.9,0.78,0.046
2015-01-01,2015.0,1.0,0.69,-1.4,0.63,-0.1
2015-02-01,2015.0,2.0,0.61,0.4,0.67,-0.345
2015-03-01,2015.0,3.0,0.65,-1.2,0.74,-0.241
2015-04-01,2015.0,4.0,0.81,-0.1,1.07,-0.008
2015-05-01,2015.0,5.0,1.02,-1.2,1.1,0.24
2015-06-01,2015.0,6.0,1.25,-0.9,1.23,0.296
2015-07-01,2015.0,7.0,1.57,-1.9,1.35,0.225
2015-08-01,2015.0,8.0,1.91,-2.4,1.49,0.568
2015-09-01,2015.0,9.0,2.21,-2.7,1.67,0.294
2015-10-01,2015.0,10.0,2.47,-2.8,1.91,0.482
2015-11-01,2015.0,11.0,2.64,-0.8,2.21,0.347
2015-12-01,2015.0,12.0,2.75,-0.9,2.13,0.272
2016-01-01,2016.0,1.0,2.63,-3.6,2.13,0.265
2016-02-01,2016.0,2.0,2.28,-3.2,1.87,-0.11
2016-03-01,2016.0,3.0,1.71,-0.1,1.5,-0.008
2016-04-01,2016.0,4.0,1.05,-2.0,1.08,0.146
2016-05-01,2016.0,5.0,0.49,0.7,0.63,-0.113
2016-06-01,2016.0,6.0,0.0,1.1,0.37,-0.443
2016-07-01,2016.0,7.0,-0.31,0.7,0.01,-0.757
2016-08-01,2016.0,8.0,-0.5,1.2,-0.1,-0.443
2016-09-01,2016.0,9.0,-0.58,2.0,-0.21,-0.437
2016-10-01,2016.0,10.0,-0.64,-0.4,-0.39,-0.371
2016-11-01,2016.0,11.0,-0.6,-0.2,-0.37,-0.382
2016-12-01,2016.0,12.0,-0.45,0.5,-0.17,-0.31
2017-01-01,2017.0,1.0,-0.19,0.3,-0.23,-0.086
2017-02-01,2017.0,2.0,-0.02,-0.1,0.22,0.101
2017-03-01,2017.0,3.0,0.18,1.5,0.18,0.357
2017-04-01,2017.0,4.0,0.31,-0.3,0.35,0.498
2017-05-01,2017.0,5.0,0.4,0.4,0.4,0.536
2017-06-01,2017.0,6.0,0.39,-0.7,0.45,0.424
2017-07-01,2017.0,7.0,0.19,1.3,0.38,0.52
2017-08-01,2017.0,8.0,-0.07,0.9,0.05,0.349
2017-09-01,2017.0,9.0,-0.34,1.0,-0.2,0.035
2017-10-01,2017.0,10.0,-0.6,1.5,-0.12,0.015
2017-11-01,2017.0,11.0,-0.77,1.5,-0.44,0.289
2017-12-01,2017.0,12.0,-0.86,-0.2,-0.65,0.11
2018-01-01,2018.0,1.0,-0.77,1.8,-0.64,-0.2
2018-02-01,2018.0,2.0,-0.71,-0.8,-0.48,0.216
2018-03-01,2018.0,3.0,-0.57,2.4,-0.49,-0.12
2018-04-01,2018.0,4.0,-0.39,0.8,-0.11,-0.083
2018-05-01,2018.0,5.0,-0.13,0.6,0.18,0.122
2018-06-01,2018.0,6.0,0.06,-0.2,0.31,0.155
2018-07-01,2018.0,7.0,0.14,0.4,0.39,0.053
2018-08-01,2018.0,8.0,0.27,-0.5,0.35,0.121
2018-09-01,2018.0,9.0,0.53,-1.5,0.5,0.604
2018-10-01,2018.0,10.0,0.81,0.6,1.01,0.684
2018-11-01,2018.0,11.0,0.97,-0.1,1.15,0.5
2018-12-01,2018.0,12.0,0.92,1.7,1.1,0.309
2019-01-01,2019.0,1.0,0.89,-0.1,0.88,0.387
2019-02-01,2019.0,2.0,0.86,-2.3,0.87,0.416
2019-03-01,2019.0,3.0,0.84,-0.5,0.92,0.225
2019-04-01,2019.0,4.0,0.77,0.2,0.82,0.258
2019-05-01,2019.0,5.0,0.64,-0.7,0.83,0.54
2019-06-01,2019.0,6.0,0.52,-0.7,0.8,0.605
2019-07-01,2019.0,7.0,0.33,-0.6,0.65,0.597
2019-08-01,2019.0,8.0,0.19,-0.2,0.35,0.436
2019-09-01,2019.0,9.0,0.23,-1.9,0.18,0.892
2019-10-01,2019.0,10.0,0.39,-0.6,0.78,0.964
2019-11-01,2019.0,11.0,0.58,-1.4,0.82,0.835
2019-12-01,2019.0,12.0,0.66,-0.9,0.73,0.243
2020-01-01,2020.0,1.0,0.64,0.3,0.84,0.173
2020-02-01,2020.0,2.0,0.63,-0.1,0.67,0.054
2020-03-01,2020.0,3.0,0.53,-0.2,0.65,0.019
2020-04-01,2020.0,4.0,0.3,0.3,0.66,-0.011
2020-05-01,2020.0,5.0,0.01,0.7,0.05,0.298
2020-06-01,2020.0,6.0,-0.23,-0.6,-0.05,0.455
2020-07-01,2020.0,7.0,-0.36,0.7,0.08,0.319
2020-08-01,2020.0,8.0,-0.53,1.8,-0.29,-0.183
2020-09-01,2020.0,9.0,-0.85,1.5,-0.66,-0.189
2020-10-01,2020.0,10.0,-1.12,0.8,-0.9,0.074
2020-11-01,2020.0,11.0,-1.2,1.1,-0.89,0.02
2020-12-01,2020.0,12.0,-1.08,3.0,-1.02,0.031
2021-01-01,2021.0,1.0,-0.91,3.2,-1.12,0.051
2021-02-01,2021.0,2.0,-0.79,2.5,-1.0,0.243
2021-03-01,2021.0,3.0,-0.71,0.6,-0.64,0.267
2021-04-01,2021.0,4.0,-0.55,0.6,-0.47,0.25
2021-05-01,2021.0,5.0,-0.39,0.8,-0.25,0.009
2021-06-01,2021.0,6.0,-0.3,0.7,-0.03,-0.002
2021-07-01,2021.0,7.0,-0.35,2.3,-0.18,-0.229
2021-08-01,2021.0,8.0,-0.45,1.0,-0.36,-0.099
2021-09-01,2021.0,9.0,-0.63,1.3,-0.49,-0.058
2021-10-01,2021.0,10.0,-0.76,1.2,-0.74,-0.091
2021-11-01,2021.0,11.0,-0.91,1.6,-0.69,0.069
2021-12-01,2021.0,12.0,-0.87,2.5,-0.89,-0.12
2022-01-01,2022.0,1.0,-0.82,0.8,-0.56,-0.056
2022-02-01,2022.0,2.0,-0.79,1.8,-0.55,-0.082
2022-03-01,2022.0,3.0,-0.86,2.9,-0.67,-0.093
2022-04-01,2022.0,4.0,-0.95,2.8,-0.74,-0.068
2022-05-01,2022.0,5.0,-0.9,2.4,-0.78,-0.122
2022-06-01,2022.0,6.0,-0.78,2.8,-0.52,-0.335
2022-07-01,2022.0,7.0,-0.76,1.3,-0.5,-0.195
2022-08-01,2022.0,8.0,-0.87,1.7,-0.8,-0.246
2022-09-01,2022.0,9.0,-0.97,2.7,-0.93,-0.322
2022-10-01,2022.0,10.0,-0.94,2.8,-0.83,-0.691
2022-11-01,2022.0,11.0,-0.85,0.5,-0.74,-0.269
2022-12-01,2022.0,12.0,-0.71,3.5,-0.63,-0.091
2023-01-01,2023.0,1.0,-0.54,2.3,-0.57,0.11
2023-02-01,2023.0,2.0,-0.29,2.3,-0.47,0.157
2023-03-01,2023.0,3.0,-0.02,0.3,-0.08,0.414
2023-04-01,2023.0,4.0,0.27,0.4,0.25,0.56
2023-05-01,2023.0,5.0,0.57,-1.7,0.49,0.443
2023-06-01,2023.0,6.0,0.84,0.4,0.86,0.665
2023-07-01,2023.0,7.0,1.12,-0.4,0.97,0.498
2023-08-01,2023.0,8.0,1.37,-1.4,1.2,0.826
2023-09-01,2023.0,9.0,1.6,-2.1,1.41,0.946
2023-10-01,2023.0,10.0,1.83,-0.8,1.51,0.804
2023-11-01,2023.0,11.0,1.99,-1.3,1.86,0.92
2023-12-01,2023.0,12.0,2.06,-0.4,1.76,0.852
2024-01-01,2024.0,1.0,1.92,0.8,1.64,0.765
2024-02-01,2024.0,2.0,1.62,-2.3,1.39,0.327
2024-03-01,2024.0,3.0,1.26,0.6,1.04,0.421
2024-04-01,2024.0,4.0,0.82,-0.3,0.98,0.44
2024-05-01,2024.0,5.0,0.49,0.8,0.5,0.298
2024-06-01,2024.0,6.0,0.22,0.1,0.37,0.197
2024-07-01,2024.0,7.0,0.08,-1.2,0.4,0.033
2024-08-01,2024.0,8.0,-0.07,1.5,0.19,0.267
2024-09-01,2024.0,9.0,-0.17,-0.2,-0.1,0.115
2024-10-01,2024.0,10.0,-0.21,0.8,-0.01,-0.196
2024-11-01,2024.0,11.0,-0.3,0.8,-0.03,-0.382
2024-12-01,2024.0,12.0,-0.42,1.9,-0.52,-0.331
2025-01-01,2025.0,1.0,-0.45,0.3,-0.64,-0.196
2025-02-01,2025.0,2.0,-0.24,0.9,-0.42,0.017
2025-03-01,2025.0,3.0,-0.06,2.8,0.04,0.058
2025-04-01,2025.0,4.0,0.02,0.9,-0.05,0.149
2025-05-01,2025.0,5.0,-0.02,0.7,0.07,0.107
2025-06-01,2025.0,6.0,-0.04,0.5,0.15,-0.014
2025-07-01,2025.0,7.0,-0.14,1.0,0.14,-0.072
2025-08-01,2025.0,8.0,-0.28,0.7,-0.15,-0.42
2025-09-01,2025.0,9.0,-0.4,0.1,-0.32,-0.467
2025-10-01,2025.0,10.0,-0.51,1.9,-0.42,-0.448
2025-11-01,2025.0,11.0,-0.55,1.8,-0.54,-0.256
2025-12-01,2025.0,12.0,-0.54,-0.0,-0.39,-0.017
2026-01-01,2026.0,1.0,-0.37,,-0.4,0.123
2026-02-01,2026.0,2.0,-0.14,,-0.02,0.529
2026-03-01,2026.0,3.0,0.13,,0.22,0.285
2026-04-01,2026.0,4.0,0.51,,0.74,0.279
2026-05-01,2026.0,5.0,0.98,,1.09,0.146
2026-06-01,2026.0,6.0,1.4,,1.58,
2026-07-01,2026.0,7.0,,,1.73,
2026-08-01,2026.0,8.0,,,,
2026-09-01,2026.0,9.0,,,,
2026-10-01,2026.0,10.0,,,,
2026-11-01,2026.0,11.0,,,,
2026-12-01,2026.0,12.0,,,,
