Condition,CRPS,RMSE,NSE,Event_NSE,Log_NSE,KGE
El Nino,889.5703881814261,2683.2499341655384,0.12601846384169824,-0.08561846757238785,-2.4840823975381485,0.4469341155186859
Neutral,234.3858184294334,395.3400892161549,-0.4372548167651983,-0.5275174118687611,-1.8491661520560796e+40,-4.3596466548947985
