CRPS,RMSE,MAE,NSE,Event_NSE,Log_NSE,KGE,Reservoir,Basin
640.5551045532284,1259.8848783379076,828.3144759360973,-1.522910380780636,-1.522910380780636,-15.96917998284243,0.05750466470163873,Nagarjuna Sagar,krishna
652.2829871717956,1302.1006530121233,729.9980200101004,0.7834166167712971,0.7832222787939427,-4.701711432378892,0.5501179277652664,Srisailam,krishna
564.4480883238795,1799.6184905654286,638.2926636304277,0.8630965398349107,0.822121784134095,0.33395747271893994,0.6948595713442125,Almatti,krishna
340.2883158635129,1353.3107445744708,445.4803297446323,0.677855677117199,0.6609176351691368,-0.008524769090218154,0.7968065379484954,Tungabhadra,krishna
197.79807698549845,400.33649548683036,241.34738397537762,0.3683129464459749,0.3683129464459749,0.46337209457919537,0.47103500755952743,Mettur,cauvery
202.04201958633325,725.4933382933687,240.7115114771528,0.2755037641002216,0.2755037641002216,0.5781495702395532,0.5149727543465396,Krishnaraja Sagara,cauvery
92.59511106680031,285.0566163711078,103.81833784026028,0.11677545881372098,-0.7353168499515876,0.09923760670913451,0.3606344313416652,Jayakwadi,godavari
453.33131799138215,1168.6357008000746,585.5026132767563,0.3613555770541177,-0.8762771468404151,0.6398587074247695,0.40095204532937556,Ujjani,krishna
3187.934385560671,12813.853645481657,3574.011150341747,0.14609450275135272,0.14609450275135272,0.6468501596069721,0.2687638745318276,Sardar Sarovar,narmada
354.29933724263725,1034.0377504033654,438.18855164941624,0.4990253587930028,0.3499751407627091,0.6686244691741523,0.6885134956301184,Ukai,tapi
