Basin,CRPS,RMSE,NSE,Event_NSE,Log_NSE,KGE
cauvery,199.92004828591587,562.9149168900994,0.32190835527309825,0.32190835527309825,0.5207608324093742,0.4930038809530335
godavari,92.59511106680031,285.0566163711078,0.11677545881372098,-0.7353168499515876,0.09923760670913451,0.3606344313416652
krishna,530.1811627807597,1376.710093458001,0.2325628059993777,-0.02658516590477531,-3.9411200008335663,0.5000481494177977
narmada,3187.934385560671,12813.853645481657,0.14609450275135272,0.14609450275135272,0.6468501596069721,0.2687638745318276
tapi,354.29933724263725,1034.0377504033654,0.4990253587930028,0.3499751407627091,0.6686244691741523,0.6885134956301184
