Week,CRPS,RMSE,MAE,NSE,Event_NSE,Log_NSE,KGE,Reservoir,Basin
1,640.5551045532284,1259.8848783379076,828.3144759360973,-1.522910380780636,-1.522910380780636,-15.96917998284243,0.05750466470163873,Nagarjuna Sagar,krishna
1,652.2829871717956,1302.1006530121233,729.9980200101004,0.7834166167712971,0.7832222787939427,-4.701711432378892,0.5501179277652664,Srisailam,krishna
1,564.4480883238795,1799.6184905654286,638.2926636304277,0.8630965398349107,0.822121784134095,0.33395747271893994,0.6948595713442125,Almatti,krishna
1,340.2883158635129,1353.3107445744708,445.4803297446323,0.677855677117199,0.6609176351691368,-0.008524769090218154,0.7968065379484954,Tungabhadra,krishna
1,197.79807698549845,400.33649548683036,241.34738397537762,0.3683129464459749,0.3683129464459749,0.46337209457919537,0.47103500755952743,Mettur,cauvery
1,202.04201958633325,725.4933382933687,240.7115114771528,0.2755037641002216,0.2755037641002216,0.5781495702395532,0.5149727543465396,Krishnaraja Sagara,cauvery
1,92.59511106680031,285.0566163711078,103.81833784026028,0.11677545881372098,-0.7353168499515876,0.09923760670913451,0.3606344313416652,Jayakwadi,godavari
1,453.33131799138215,1168.6357008000746,585.5026132767563,0.3613555770541177,-0.8762771468404151,0.6398587074247695,0.40095204532937556,Ujjani,krishna
1,3187.934385560671,12813.853645481657,3574.011150341747,0.14609450275135272,0.14609450275135272,0.6468501596069721,0.2687638745318276,Sardar Sarovar,narmada
1,354.29933724263725,1034.0377504033654,438.18855164941624,0.4990253587930028,0.3499751407627091,0.6686244691741523,0.6885134956301184,Ukai,tapi
2,719.9663452806274,1135.8485194148666,823.8245978894798,-1.2090279798607613,-1.2090279798607613,-23.965085756287564,0.12420609682960282,Nagarjuna Sagar,krishna
2,919.1570412535261,2482.626834131452,1054.4037479502397,0.21291616758802934,0.21065498081646572,-5.82179548283964,0.14539843692869703,Srisailam,krishna
2,1010.2627334324532,3863.600053652654,1253.7585370011348,0.36898765153843316,0.1754253586850626,0.1791068374049899,0.20111178028712895,Almatti,krishna
2,561.2343142213896,2109.5310759046615,715.1585509265228,0.21724242827688744,0.1754586500445079,-0.20977122725626351,0.3626130303698828,Tungabhadra,krishna
2,262.57868820622093,494.1244236718138,298.21055396910765,0.04887458605485773,0.04887458605485773,0.21325443899841423,0.16741280130384106,Mettur,cauvery
2,265.8733779000512,861.8059717001776,314.6189028882954,-0.022389460878714296,-0.022389460878714296,0.4343639069426358,0.08153597700880266,Krishnaraja Sagara,cauvery
2,100.43594648133595,311.9057492592669,120.4507544855162,-0.05743976108962601,-1.002760093273515,-0.1723156230940679,-0.22869930194910149,Jayakwadi,godavari
2,561.8733323565432,1487.0794080458136,745.1702783760023,-0.03411573121531997,-2.090427411563938,0.5243922823917355,-0.018261875941055772,Ujjani,krishna
