Week,CRPS,RMSE,MAE,NSE,KGE,Reservoir,Basin
1,508.88928392924663,942.776939180207,587.4747684380247,-3.991309758410612,-0.4596081888595702,Nagarjuna Sagar,krishna
1,417.9167513151255,1266.862881652705,477.82062946596,0.6925246763042591,0.5503648057235475,Srisailam,krishna
1,671.1077302936183,2594.3777752629003,871.4387878557358,0.7154753079903327,0.5120060001256326,Almatti,krishna
1,366.8362139601427,1496.2972725556178,506.47342685040593,0.6061859638314697,0.5736145361910316,Tungabhadra,krishna
1,199.37729722180129,391.9512427673955,239.07183718249314,0.39449783324813814,0.3777489879687025,Mettur,cauvery
1,202.25702725368777,720.689568662152,248.56529137031174,0.2850663350825786,0.42872626620687193,Krishnaraja Sagara,cauvery
1,98.3101088574011,296.6807120219894,116.18980726903837,0.04327416507858106,0.4490919169994495,Jayakwadi,godavari
1,382.7580846032972,1062.88782572318,451.63116287755173,0.4717059853029516,0.4137862837900439,Ujjani,krishna
1,3181.749540511172,13057.377811214337,3626.508806341882,0.1133295567649123,0.19101599526629232,Sardar Sarovar,narmada
1,348.06984808143375,985.9164980873702,445.4802128069543,0.5445683350349857,0.6013877344738128,Ukai,tapi
2,669.1444928456312,866.9854262161952,635.6098230569276,-3.2273538728643922,-0.3573723998394822,Nagarjuna Sagar,krishna
2,658.8948803505311,2064.6172791138692,751.5214322874984,0.18362612467310746,0.24949089690327686,Srisailam,krishna
2,1169.2431840541474,4417.308593151386,1415.4110843606816,0.17516133329903083,0.06925410990837721,Almatti,krishna
2,575.0868172637678,2200.0186023758765,715.8873647604669,0.148650023266645,0.11303642838530703,Tungabhadra,krishna
2,263.14811299935604,461.28401665836554,286.2035833126671,0.17110034682673803,0.20130958421969158,Mettur,cauvery
2,269.7030338340004,852.2673277149623,312.9256253174168,0.00011732065226510713,0.017129995108834395,Krishnaraja Sagara,cauvery
2,108.12197472050279,329.02167020982847,135.743273845726,-0.17667867177673835,-0.00568512031176982,Jayakwadi,godavari
2,501.5451900882279,1399.4734685919548,586.7063697055632,0.08413773883990983,0.018086001273376562,Ujjani,krishna
2,3857.892257278602,13576.221573560846,4030.075828641111,0.0423941250912353,-0.1305873585397581,Sardar Sarovar,narmada
2,426.9774104817531,1167.1940431931002,555.5840677737702,0.36161668584940254,0.27089792746588837,Ukai,tapi
3,730.2471240459954,870.6685591318486,628.069647945929,-3.2773722834695107,-0.3895375261161169,Nagarjuna Sagar,krishna
3,817.1757792951596,2576.3694173173794,931.7629290582779,-0.26995378543462367,-0.02872091389518938,Srisailam,krishna
3,1508.3744190642342,5122.2889614979995,1730.1405536435525,-0.10912802827795165,-0.2352236803654979,Almatti,krishna
3,700.2578302913521,2406.9577481513006,812.0551278392857,-0.019042638117872324,-0.08134744282487238,Tungabhadra,krishna
3,276.33349130015904,478.3909748288238,291.80104534399067,0.11927472272000617,0.17554006997402527,Mettur,cauvery
3,288.80583270716266,854.0901771337608,335.11101629942283,-0.003592269818649463,-0.019167053222859387,Krishnaraja Sagara,cauvery
3,116.9810885613726,320.990280163268,136.90260533738115,-0.11993454259789749,-0.1243162892243661,Jayakwadi,godavari
3,543.4968278646357,1492.680859408351,681.5074257103305,-0.04192090755280864,-0.15673902121615457,Ujjani,krishna
3,4088.4193019348336,13816.383996419507,4441.830384174654,0.009221998366068962,-0.19955334616996212,Sardar Sarovar,narmada
3,487.5824120119602,1303.8016657066576,607.2898934151265,0.20311039558208277,0.10384718843244845,Ukai,tapi
4,764.373067810309,953.2992025450031,670.165985125218,-4.0923245903184045,-0.5236910677410125,Nagarjuna Sagar,krishna
4,904.072808723285,2738.5456391027624,1036.1475958325684,-0.4347261990072935,-0.14825235166179174,Srisailam,krishna
4,1712.3895666257715,5314.013940296719,1900.5753513169248,-0.19371021429308422,-0.3716261238356251,Almatti,krishna
4,829.3121265944136,2566.54056163228,895.2210268062225,-0.1586484551401799,-0.23145405502375582,Tungabhadra,krishna
4,283.2298819112353,485.066955356156,303.5988708604112,0.09986099964961392,0.15804312826296507,Mettur,cauvery
