Basin,CRPS,RMSE,NSE,KGE
cauvery,543.7806547223585,1120.9234564113704,-1.5106345428145154,-0.025627457941878706
godavari,45.61933066564892,49.06888330012715,,
krishna,415.12555986779006,1393.1665767047648,0.6012514409684199,0.46152803735728
narmada,2708.9712795186456,11363.885365364706,-0.027601145249304793,-0.015966493027131712
tapi,365.7784578251553,932.2337200216034,0.5928142505992495,0.5967738713057696
