Week,CRPS,RMSE,MAE,NSE,KGE,Reservoir,Basin
1,474.4764260368007,688.5556657504422,497.2912782580928,-1.6624087592305963,-0.1058317323014264,Nagarjuna Sagar,krishna
1,441.9804253337529,1297.0043904904458,474.38143118427683,0.6777195686007689,0.5138790069907144,Srisailam,krishna
1,738.196723760188,2836.343447918101,1080.3936797151375,0.6599277720687071,0.4353938706229934,Almatti,krishna
1,433.91035808131676,1566.0885834887706,594.7994265362759,0.5685921238328959,0.4945918908974911,Tungabhadra,krishna
1,242.8908357658089,400.2257288625401,263.7772857500257,0.36866245324117164,0.34837974143574013,Mettur,cauvery
1,226.03451253626636,725.7539932941575,294.92241336529884,0.2749830770565318,0.3115630191506953,Krishnaraja Sagara,cauvery
1,108.07793550522227,270.9003433972957,132.4922527566812,0.20232131477312465,0.30400613909123886,Jayakwadi,godavari
1,461.7149988165312,1299.8223242637434,630.0246389074847,0.20992411138348588,0.0046708687962323525,Ujjani,krishna
1,3490.2369416469824,13176.580279609008,4009.1684428520266,0.09706660552640178,0.17588768637382324,Sardar Sarovar,narmada
1,407.6812136594509,1036.5601978492273,527.4241080511472,0.4965782072717483,0.42376500042269327,Ukai,tapi
2,630.5983749709336,816.1610219813094,612.2130098964905,-2.7462496029200465,-0.39980904204483725,Nagarjuna Sagar,krishna
2,590.2348141953728,2117.2539414480966,658.6426827282548,0.1414691942662082,0.04575089221022288,Srisailam,krishna
2,1133.8549192043763,4409.073817697171,1502.7923064549154,0.178233805996435,0.01765735833347737,Almatti,krishna
2,585.0673582445927,2190.804281567181,746.7950099077583,0.15576649404041243,0.06395800845557476,Tungabhadra,krishna
2,311.8683114675028,459.2634304585519,296.7478111966674,0.17834618624451803,0.1741417757828827,Mettur,cauvery
2,275.80386724614067,848.1415567181549,340.1682309822117,0.009774623475439226,-0.07318084476927655,Krishnaraja Sagara,cauvery
2,122.40550839281254,306.09022117702307,142.3973489675186,-0.018375134542821803,-0.07095356430788069,Jayakwadi,godavari
2,537.3386288646564,1494.3143160400712,679.2372839021364,-0.04420252565887717,-0.2628951777982711,Ujjani,krishna
2,4172.81618476991,13885.882659541456,4370.702489086543,-0.0017882858577458194,-0.14669773681684317,Sardar Sarovar,narmada
2,478.2612602562852,1237.9291452605573,626.5065328726605,0.281896608362899,0.1599119216341084,Ukai,tapi
3,697.2872876200149,810.9415915657638,613.9780597003478,-2.7106541450131054,-0.4231977566506149,Nagarjuna Sagar,krishna
3,718.966940904809,2375.290957000377,783.1035944299263,-0.07945682646999641,-0.2672102968096479,Srisailam,krishna
3,1403.8031362245788,4964.067560102998,1729.5444539619616,-0.04166698189846518,-0.2818943378810497,Almatti,krishna
3,678.5430872106979,2377.1548707896354,825.7317963378392,0.006036638901690927,-0.16304502442552904,Tungabhadra,krishna
3,341.08006129387627,459.9488003397579,294.29775165811776,0.18587051010910316,0.1652108663926809,Mettur,cauvery
3,266.96373317851555,835.9060634610435,339.9007728414726,0.0386870244540396,-0.08549440360362981,Krishnaraja Sagara,cauvery
3,123.34647354041954,303.0408788548579,142.25125622652675,0.0018143779019393902,-0.11607839861502378,Jayakwadi,godavari
3,537.1642901637382,1536.6001117195663,707.3438587215106,-0.10413593825528378,-0.3482703380310146,Ujjani,krishna
3,4393.946702277665,13899.916611020157,4670.135394180183,-0.0027945268878706297,-0.20131367729429606,Sardar Sarovar,narmada
3,515.4568801323128,1377.787517311275,683.4934395634909,0.11010331327920742,0.005541384272420569,Ukai,tapi
4,728.395665615228,902.3805528685047,697.1256094003186,-3.5628592611122327,-0.5920795503876581,Nagarjuna Sagar,krishna
4,809.3099178953003,2444.0423228859395,840.5793737898578,-0.14273757318314995,-0.3587439573448781,Srisailam,krishna
4,1624.0289900201335,5168.5498036228,1850.9856904691385,-0.12925219188600212,-0.40321220708534367,Almatti,krishna
4,795.0952939314532,2499.8039373205165,883.4285177633852,-0.09917620435334795,-0.2992809722796961,Tungabhadra,krishna
4,323.7404525999968,459.65512438862845,301.57520154426527,0.19170403379169698,0.15279713872913958,Mettur,cauvery
4,311.8263701205995,877.925394930377,357.05701892487775,-0.05901137670536505,-0.2113602160863266,Krishnaraja Sagara,cauvery
4,132.7958483431251,314.61325524168154,141.4003465370891,-0.07587770758668544,-0.22836421499067971,Jayakwadi,godavari
4,585.5155193703758,1600.3947706206516,771.9369774287242,-0.19771936740590212,-0.465126295824311,Ujjani,krishna
4,4591.701731755915,13987.22508387514,5005.242200953607,-0.016194925961620088,-0.21337417322375396,Sardar Sarovar,narmada
4,564.4923068780337,1471.934175982816,724.4264997543756,-0.016038534624973178,-0.11378999042748572,Ukai,tapi
5,766.9568314010631,833.3826311940586,639.5145855411539,-2.9241908437581783,-0.4916867070784521,Nagarjuna Sagar,krishna
5,887.1896753333755,2468.7652903550056,825.8975291224857,-0.16522632878058863,-0.37349807161983817,Srisailam,krishna
5,1773.7745172366363,5180.645547695776,1881.3924281052084,-0.13454386130744633,-0.4460247627232621,Almatti,krishna
5,868.1329609230612,2535.0517590481977,918.9394780522506,-0.13039202332637623,-0.36298518167028937,Tungabhadra,krishna
5,359.0297918180824,511.32998717832345,318.6580036456489,0.013703945170976284,0.010872117715289065,Mettur,cauvery
5,341.3739266836583,882.5670325222014,364.44128320903155,-0.0699175148512956,-0.21985331391666207,Krishnaraja Sagara,cauvery
5,138.20830979541614,312.5687742637867,143.14748754052263,-0.06194018588500616,-0.21004078834531126,Jayakwadi,godavari
5,647.1163359093689,1584.8515490070622,765.9435783869505,-0.17456756075946633,-0.44055372469475595,Ujjani,krishna
5,4761.877331032648,14062.009225745156,5222.267211092599,-0.028343935508974738,-0.24054917006230325,Sardar Sarovar,narmada
5,617.6469359887913,1488.582437299979,741.5734195215334,-0.039314728703254476,-0.15505328568390442,Ukai,tapi
6,865.2845776514166,939.6663215603675,707.541708710239,-4.002534209101023,-0.7092460721608809,Nagarjuna Sagar,krishna
6,989.1507732141117,2412.7409518142476,823.4912100764745,-0.11160319804537222,-0.3853592517309661,Srisailam,krishna
6,1885.5018547360269,5077.318444561387,1789.0494961860134,-0.08973860610741591,-0.4654295088645273,Almatti,krishna
6,917.1185466961007,2493.6212617424194,900.0657155251416,-0.09374582174833135,-0.39028830103418755,Tungabhadra,krishna
6,405.8330171494067,483.96657843795396,334.71671001995395,0.13322644176152443,0.07357021012052511,Mettur,cauvery
6,362.7140139875556,868.1542108989382,365.4334852568109,-0.03543248403410004,-0.23746734479101606,Krishnaraja Sagara,cauvery
6,144.04561041567328,312.94208875268384,143.8226764345014,-0.06447834344754821,-0.33920040229318205,Jayakwadi,godavari
6,697.9174096826193,1596.8928012257315,787.3875179550631,-0.19248342487872772,-0.5021362789578547,Ujjani,krishna
6,4805.455375785949,14211.10326154854,5377.734049272105,-0.0519066760323581,-0.32005530736994037,Sardar Sarovar,narmada
6,646.3403739436974,1518.328517355903,771.5259015334543,-0.08144409657254492,-0.26102138453730794,Ukai,tapi
7,967.3094165144408,1013.9112132598096,762.6047150925988,-4.82454817996574,-0.8501723857529251,Nagarjuna Sagar,krishna
7,1070.2175567286629,2428.024291930751,849.6328111467498,-0.12408870820650164,-0.42402345123429397,Srisailam,krishna
7,1926.1211983035796,5069.873849538742,1768.4876001362702,-0.08654530038344022,-0.4968695353777264,Almatti,krishna
7,943.102752798697,2476.5368933827713,891.2781150082214,-0.07881002943101056,-0.4028941547605194,Tungabhadra,krishna
7,435.35047216232124,486.81189507069905,345.36173968041174,0.136145790142693,0.09006405404918494,Mettur,cauvery
7,359.5257357057884,869.9267157861588,365.0860482320945,-0.03997496021652136,-0.25372088348656185,Krishnaraja Sagara,cauvery
7,151.7507821076435,319.5982042170096,145.57821825605893,-0.11024170507470132,-0.41974688101761504,Jayakwadi,godavari
7,739.5568084547044,1603.1063551170253,810.3514087013722,-0.20178145092076671,-0.5109248715997936,Ujjani,krishna
7,4724.642842878349,14050.808926338945,5543.255771270378,-0.028668212022054274,-0.2765360223951989,Sardar Sarovar,narmada
7,640.702019931773,1506.1733689638386,775.0307365911513,-0.0644045889529612,-0.2526475806076163,Ukai,tapi
8,993.0512252294936,1127.5605176937297,883.3840758421206,-6.045909274663318,-1.0566951261884108,Nagarjuna Sagar,krishna
8,1087.517527707389,2434.3611478938915,884.6441727105971,-0.1292555282639516,-0.48431303822327365,Srisailam,krishna
