CRPS,RMSE,MAE,NSE,KGE,Reservoir,Basin
508.88928392924663,942.776939180207,587.4747684380247,-3.991309758410612,-0.4596081888595702,Nagarjuna Sagar,krishna
417.9167513151255,1266.862881652705,477.82062946596,0.6925246763042591,0.5503648057235475,Srisailam,krishna
671.1077302936183,2594.3777752629003,871.4387878557358,0.7154753079903327,0.5120060001256326,Almatti,krishna
366.8362139601427,1496.2972725556178,506.47342685040593,0.6061859638314697,0.5736145361910316,Tungabhadra,krishna
199.37729722180129,391.9512427673955,239.07183718249314,0.39449783324813814,0.3777489879687025,Mettur,cauvery
202.25702725368777,720.689568662152,248.56529137031174,0.2850663350825786,0.42872626620687193,Krishnaraja Sagara,cauvery
98.3101088574011,296.6807120219894,116.18980726903837,0.04327416507858106,0.4490919169994495,Jayakwadi,godavari
382.7580846032972,1062.88782572318,451.63116287755173,0.4717059853029516,0.4137862837900439,Ujjani,krishna
3181.749540511172,13057.377811214337,3626.508806341882,0.1133295567649123,0.19101599526629232,Sardar Sarovar,narmada
348.06984808143375,985.9164980873702,445.4802128069543,0.5445683350349857,0.6013877344738128,Ukai,tapi
