Condition,CRPS,RMSE,NSE,KGE
El Nino,846.6987899232765,2772.8398032136893,-0.08627780167251001,0.3123831933078091
Neutral,229.4608420880676,366.79335864228136,-418.90999269938675,-16.981256129768205
