Condition,CRPS,RMSE,NSE,KGE
El Nino,834.8429473922118,2701.2131570643533,-0.19255528111667994,0.2063433783734796
Neutral,311.455901773268,425.8465497712351,-715.4196867611146,-11.183365908993817
