Condition,CRPS,RMSE,NSE,KGE
El Nino,830.6673637443216,2696.969192941707,-0.5190549098879297,0.15831021215495794
Neutral,310.7214648438085,424.5853517607675,-695.3067467570679,-10.927674399197164
