Basin,CRPS,RMSE,NSE,KGE
cauvery,515.8919929970309,1047.7307199654708,-3.137188825851659,-0.2808064674443313
godavari,39.99139365689856,35.88792127492975,,
krishna,442.0632333587405,1480.6463900626227,0.5311366627622767,0.39915571711249853
narmada,2879.278580226668,11722.418677336906,-0.09346616332830004,0.02513293179855336
tapi,380.40497438861973,979.6088010401304,0.550377215225712,0.5090409456346956
