CRPS,RMSE,MAE,NSE,KGE,Reservoir,Basin
238.4690685850171,642.9659408391822,236.53596462721,0.45418754620692026,0.4086294678820821,Nagarjuna Sagar,krishna
383.7350414215346,1253.4820141353175,447.44298948926496,0.6989856100928731,0.5828369435399234,Srisailam,krishna
689.6283730895572,2682.255229729767,967.32362636764,0.6958738719765334,0.46206326204555825,Almatti,krishna
391.6317904945715,1533.0490997492416,536.9852836371302,0.5866027804313217,0.4968786412250238,Tungabhadra,krishna
815.495688998635,1387.1265368112763,1046.4482470264907,-6.5837458702837175,-0.9312940980789985,Mettur,cauvery
216.28829699542686,708.3349031196652,270.8428595002296,0.3093682185803991,0.36968116319033595,Krishnaraja Sagara,cauvery
39.99139365689856,35.88792127492975,29.72145100771572,,,Jayakwadi,godavari
506.8518932030222,1291.4796658596044,668.4418538587959,0.22003350510373498,0.045370270869905305,Ujjani,krishna
2879.278580226668,11722.418677336906,3312.514704200677,-0.09346616332830004,0.02513293179855336,Sardar Sarovar,narmada
380.40497438861973,979.6088010401304,482.303632959673,0.550377215225712,0.5090409456346956,Ukai,tapi
