Basin,CRPS,RMSE,NSE,KGE
cauvery,513.482440537314,975.7168841310854,-0.7402921277396215,0.16038744276208555
godavari,33.28885618274991,32.81485285901806,,
krishna,406.57120716426186,1388.9245354609282,0.603106829088096,0.5108433274894725
narmada,2704.2850510617955,11546.348778760394,-0.06086527869675584,0.015088713664956566
tapi,369.8222833551438,997.5303660326011,0.5337753789857405,0.6128512431264364
