CRPS,RMSE,MAE,NSE,KGE,Reservoir,Basin
508.21539318804656,976.5296570284277,646.4624889411518,-4.355098894807159,-0.5346348318924545,Nagarjuna Sagar,krishna
386.7310558345046,1043.747465282323,407.24091717751475,0.791290647120195,0.6526345457047887,Srisailam,krishna
691.6896979337286,2455.9397846187485,875.6471338924634,0.7450300726503076,0.6134287260167254,Almatti,krishna
392.0105832466119,1492.5846798505506,522.9369910673456,0.6081377915985866,0.6049105908522905,Tungabhadra,krishna
212.0462877561275,394.59612108847534,250.7187377333223,0.38629843111241924,0.3535208200231076,Mettur,cauvery
206.88923692194615,720.6678350799348,251.99854310269535,0.28510945443930025,0.43519067986560056,Krishnaraja Sagara,cauvery
106.85977883873666,290.1470874666065,123.91173633917705,0.0849489848542948,0.4898470119300866,Jayakwadi,godavari
376.1397595066541,1044.5336655083545,442.9386388378637,0.489793826980952,0.41182086092622894,Ujjani,krishna
3324.1921234204224,13106.92019245385,3778.759864093089,0.10658837162591994,0.201042308016539,Sardar Sarovar,narmada
372.7327171362426,984.962477918587,468.83914554961353,0.5454493037124385,0.62936610818051,Ukai,tapi
