Condition,CRPS,RMSE,NSE,KGE
El Nino,857.2716418561109,2732.759411629485,-0.09565282176904123,0.34089047715877296
Neutral,270.0175005011244,406.70091651263795,-1045.7941932933904,-26.30888684987942
