CRPS,RMSE,MAE,NSE,KGE,Reservoir,Basin
499.1506087430843,912.5159425896029,590.9996703376,-3.6760327318708512,-0.4001845435905196,Nagarjuna Sagar,krishna
394.7080393913257,1189.081956457655,430.10152351120246,0.7291214463095543,0.5524300266420121,Srisailam,krishna
640.5046080280259,2142.1846114706645,776.094526345058,0.8060153695943167,0.6877093052556758,Almatti,krishna
408.0649734848241,1431.1595559288876,530.0647633060704,0.6397271526999366,0.6988477912357649,Tungabhadra,krishna
216.31082240536415,405.9402271973377,251.37326657650092,0.35050503176660397,0.3262731208691405,Mettur,cauvery
203.83947487673444,713.4661230877269,253.80393340461313,0.2993260217021292,0.4700791467450237,Krishnaraja Sagara,cauvery
104.13522395228729,273.6255393259605,121.0940072923242,0.1861916576486189,0.4551319051328936,Jayakwadi,godavari
385.7135030809916,1062.9868668900504,454.91967087112954,0.47160752657164773,0.42148521030447506,Ujjani,krishna
3373.928584167746,12995.12386270881,3747.4067192264033,0.12176419820582074,0.20722747716012002,Sardar Sarovar,narmada
367.6728305849651,974.8994612817928,453.43845757419996,0.5546898282412716,0.6599050552947507,Ukai,tapi
