Basin,CRPS,RMSE,NSE,KGE
cauvery,210.07514864104928,559.7031751425324,0.3249155267343666,0.3981761338070821
godavari,104.13522395228729,273.6255393259605,0.1861916576486189,0.4551319051328936
krishna,465.6283465456503,1347.585786667372,-0.20591224733907917,0.39205755796948166
narmada,3373.928584167746,12995.12386270881,0.12176419820582074,0.20722747716012002
tapi,367.6728305849651,974.8994612817928,0.5546898282412716,0.6599050552947507
