Split,Reservoir,Week,Model,NSE,RMSE_TMC
val,Jayakwadi,8,v2_ridge,-3.078,32.29
val,Jayakwadi,8,v1_median,-3.12,32.46
val,Jayakwadi,8,persist,-0.87,21.87
val,Jayakwadi,8,clim,-0.408,18.98
val,Jayakwadi,9,v2_ridge,-3.21,31.41
val,Jayakwadi,9,v1_median,-3.24,31.52
val,Jayakwadi,9,persist,-0.961,21.44
val,Jayakwadi,9,clim,-0.481,18.63
val,Jayakwadi,10,v2_ridge,-3.016,31.03
val,Jayakwadi,10,v1_median,-3.08,31.28
val,Jayakwadi,10,persist,-1.047,22.16
val,Jayakwadi,10,clim,-0.451,18.65
val,Jayakwadi,11,v2_ridge,-2.907,30.56
val,Jayakwadi,11,v1_median,-2.984,30.86
val,Jayakwadi,11,persist,-1.074,22.27
val,Jayakwadi,11,clim,-0.513,19.02
val,Jayakwadi,12,v2_ridge,-2.945,29.94
val,Jayakwadi,12,v1_median,-3.008,30.18
val,Jayakwadi,12,persist,-1.075,21.71
val,Jayakwadi,12,clim,-0.6,19.07
val,Krishnaraja Sagara,1,v2_ridge,-6.559,20.66
val,Krishnaraja Sagara,1,v1_median,-1.406,11.65
val,Krishnaraja Sagara,1,persist,-0.849,10.22
val,Krishnaraja Sagara,1,clim,-0.917,10.4
val,Krishnaraja Sagara,2,v2_ridge,-6.211,20.66
val,Krishnaraja Sagara,2,v1_median,-3.734,16.74
val,Krishnaraja Sagara,2,persist,-1.836,12.95
val,Krishnaraja Sagara,2,clim,-0.91,10.63
val,Krishnaraja Sagara,3,v2_ridge,-5.833,20.55
val,Krishnaraja Sagara,3,v1_median,-4.011,17.6
val,Krishnaraja Sagara,3,persist,-1.212,11.69
val,Krishnaraja Sagara,3,clim,-0.956,10.99
val,Krishnaraja Sagara,4,v2_ridge,-5.613,20.32
val,Krishnaraja Sagara,4,v1_median,-4.189,18.0
val,Krishnaraja Sagara,4,persist,0.431,5.96
val,Krishnaraja Sagara,4,clim,-1.058,11.33
val,Krishnaraja Sagara,5,v2_ridge,-5.455,19.96
val,Krishnaraja Sagara,5,v1_median,-5.047,19.32
val,Krishnaraja Sagara,5,persist,-0.22,8.68
val,Krishnaraja Sagara,5,clim,-1.169,11.57
val,Krishnaraja Sagara,6,v2_ridge,-5.126,19.89
val,Krishnaraja Sagara,6,v1_median,-5.077,19.81
val,Krishnaraja Sagara,6,persist,-1.488,12.68
val,Krishnaraja Sagara,6,clim,-1.122,11.71
val,Krishnaraja Sagara,7,v2_ridge,-4.844,19.79
val,Krishnaraja Sagara,7,v1_median,-4.82,19.75
val,Krishnaraja Sagara,7,persist,-1.448,12.81
val,Krishnaraja Sagara,7,clim,-1.15,12.0
val,Krishnaraja Sagara,8,v2_ridge,-4.65,19.53
val,Krishnaraja Sagara,8,v1_median,-4.639,19.51
val,Krishnaraja Sagara,8,persist,-0.237,9.14
val,Krishnaraja Sagara,8,clim,-1.249,12.32
val,Krishnaraja Sagara,9,v2_ridge,-4.579,19.17
val,Krishnaraja Sagara,9,v1_median,-4.579,19.17
val,Krishnaraja Sagara,9,persist,0.239,7.08
val,Krishnaraja Sagara,9,clim,-1.385,12.53
val,Krishnaraja Sagara,10,v2_ridge,-4.317,19.09
val,Krishnaraja Sagara,10,v1_median,-4.317,19.09
val,Krishnaraja Sagara,10,persist,-1.123,12.06
val,Krishnaraja Sagara,10,clim,-1.341,12.67
val,Krishnaraja Sagara,11,v2_ridge,-4.093,18.99
val,Krishnaraja Sagara,11,v1_median,-4.093,18.99
val,Krishnaraja Sagara,11,persist,-1.532,13.39
val,Krishnaraja Sagara,11,clim,-1.366,12.95
val,Krishnaraja Sagara,12,v2_ridge,-3.922,18.76
val,Krishnaraja Sagara,12,v1_median,-3.922,18.76
val,Krishnaraja Sagara,12,persist,-0.79,11.32
val,Krishnaraja Sagara,12,clim,-1.455,13.25
val,Mettur,1,v2_ridge,-9.674,58.78
val,Mettur,1,v1_median,-1.087,25.99
val,Mettur,1,persist,-0.539,22.32
val,Mettur,1,clim,-0.529,22.24
val,Mettur,2,v2_ridge,-8.626,59.01
val,Mettur,2,v1_median,-3.689,41.19
val,Mettur,2,persist,-1.747,31.53
val,Mettur,2,clim,-0.445,22.86
val,Mettur,3,v2_ridge,-7.836,58.67
val,Mettur,3,v1_median,-4.434,46.01
val,Mettur,3,persist,-0.939,27.48
val,Mettur,3,clim,-0.421,23.52
val,Mettur,4,v2_ridge,-7.365,57.98
val,Mettur,4,v1_median,-4.931,48.82
val,Mettur,4,persist,0.514,13.97
val,Mettur,4,clim,-0.397,23.7
val,Mettur,5,v2_ridge,-7.189,57.01
val,Mettur,5,v1_median,-6.396,54.18
val,Mettur,5,persist,0.008,19.85
val,Mettur,5,clim,-0.355,23.19
val,Mettur,6,v2_ridge,-6.748,56.58
val,Mettur,6,v1_median,-6.679,56.32
val,Mettur,6,persist,-1.396,31.46
val,Mettur,6,clim,-0.296,23.14
val,Mettur,7,v2_ridge,-6.518,56.4
val,Mettur,7,v1_median,-6.486,56.28
val,Mettur,7,persist,-1.34,31.47
val,Mettur,7,clim,-0.297,23.43
val,Mettur,8,v2_ridge,-6.263,55.81
val,Mettur,8,v1_median,-6.248,55.75
val,Mettur,8,persist,-0.046,21.18
val,Mettur,8,clim,-0.309,23.69
val,Mettur,9,v2_ridge,-6.189,54.85
val,Mettur,9,v1_median,-6.187,54.85
val,Mettur,9,persist,0.242,17.81
val,Mettur,9,clim,-0.31,23.41
val,Mettur,10,v2_ridge,-5.859,54.4
val,Mettur,10,v1_median,-5.859,54.4
val,Mettur,10,persist,-0.991,29.31
val,Mettur,10,clim,-0.267,23.39
val,Mettur,11,v2_ridge,-5.679,54.24
val,Mettur,11,v1_median,-5.679,54.24
val,Mettur,11,persist,-1.478,33.04
val,Mettur,11,clim,-0.272,23.67
val,Mettur,12,v2_ridge,-5.464,53.74
val,Mettur,12,v1_median,-5.464,53.74
val,Mettur,12,persist,-0.58,26.57
val,Mettur,12,clim,-0.29,24.01
val,Nagarjuna Sagar,1,v2_ridge,-1.977,72.97
val,Nagarjuna Sagar,1,v1_median,-1.178,62.41
val,Nagarjuna Sagar,1,persist,-0.863,57.73
val,Nagarjuna Sagar,1,clim,-0.436,50.69
val,Nagarjuna Sagar,2,v2_ridge,-2.136,75.66
val,Nagarjuna Sagar,2,v1_median,-2.249,77.01
val,Nagarjuna Sagar,2,persist,-2.052,74.64
val,Nagarjuna Sagar,2,clim,-0.446,51.38
val,Nagarjuna Sagar,3,v2_ridge,-1.839,72.93
val,Nagarjuna Sagar,3,v1_median,-1.591,69.66
val,Nagarjuna Sagar,3,persist,-1.373,66.67
val,Nagarjuna Sagar,3,clim,-0.479,52.63
val,Nagarjuna Sagar,4,v2_ridge,-1.439,67.5
val,Nagarjuna Sagar,4,v1_median,-1.366,66.47
val,Nagarjuna Sagar,4,persist,0.427,32.71
val,Nagarjuna Sagar,4,clim,-0.533,53.51
val,Nagarjuna Sagar,5,v2_ridge,-1.702,70.08
val,Nagarjuna Sagar,5,v1_median,-1.822,71.62
val,Nagarjuna Sagar,5,persist,-0.253,47.71
val,Nagarjuna Sagar,5,clim,-0.577,53.53
val,Nagarjuna Sagar,6,v2_ridge,-1.69,70.5
val,Nagarjuna Sagar,6,v1_median,-1.832,72.33
val,Nagarjuna Sagar,6,persist,-1.748,71.26
val,Nagarjuna Sagar,6,clim,-0.572,53.89
val,Nagarjuna Sagar,7,v2_ridge,-1.718,71.61
val,Nagarjuna Sagar,7,v1_median,-1.755,72.09
val,Nagarjuna Sagar,7,persist,-1.74,71.89
val,Nagarjuna Sagar,7,clim,-0.6,54.93
val,Nagarjuna Sagar,8,v2_ridge,-1.521,68.89
val,Nagarjuna Sagar,8,v1_median,-1.664,70.82
val,Nagarjuna Sagar,8,persist,-0.318,49.82
val,Nagarjuna Sagar,8,clim,-0.669,56.05
val,Nagarjuna Sagar,9,v2_ridge,-1.401,66.1
val,Nagarjuna Sagar,9,v1_median,-1.615,68.98
val,Nagarjuna Sagar,9,persist,0.278,36.24
val,Nagarjuna Sagar,9,clim,-0.74,56.27
val,Nagarjuna Sagar,10,v2_ridge,-1.426,66.95
val,Nagarjuna Sagar,10,v1_median,-1.571,68.92
val,Nagarjuna Sagar,10,persist,-1.325,65.54
val,Nagarjuna Sagar,10,clim,-0.735,56.62
val,Nagarjuna Sagar,11,v2_ridge,-1.414,67.41
val,Nagarjuna Sagar,11,v1_median,-1.504,68.66
val,Nagarjuna Sagar,11,persist,-1.897,73.84
val,Nagarjuna Sagar,11,clim,-0.761,57.58
val,Nagarjuna Sagar,12,v2_ridge,-1.325,66.25
val,Nagarjuna Sagar,12,v1_median,-1.423,67.62
val,Nagarjuna Sagar,12,persist,-0.976,61.07
val,Nagarjuna Sagar,12,clim,-0.825,58.69
val,Sardar Sarovar,1,v2_ridge,-4.244,121.96
val,Sardar Sarovar,1,v1_median,0.391,41.55
val,Sardar Sarovar,1,persist,0.589,34.14
val,Sardar Sarovar,1,clim,-0.972,74.79
val,Sardar Sarovar,2,v2_ridge,-4.503,123.05
val,Sardar Sarovar,2,v1_median,-0.832,71.01
val,Sardar Sarovar,2,persist,-0.232,58.23
val,Sardar Sarovar,2,clim,-1.041,74.93
val,Sardar Sarovar,3,v2_ridge,-4.59,123.33
val,Sardar Sarovar,3,v1_median,-2.062,91.28
val,Sardar Sarovar,3,persist,-1.153,76.54
val,Sardar Sarovar,3,clim,-1.067,74.99
val,Sardar Sarovar,4,v2_ridge,-4.532,123.13
val,Sardar Sarovar,4,v1_median,-2.816,102.26
val,Sardar Sarovar,4,persist,-1.9,89.15
val,Sardar Sarovar,4,clim,-1.047,74.9
val,Sardar Sarovar,5,v2_ridge,-4.351,122.43
val,Sardar Sarovar,5,v1_median,-3.171,108.1
val,Sardar Sarovar,5,persist,-2.302,96.18
val,Sardar Sarovar,5,clim,-0.977,74.43
val,Sardar Sarovar,6,v2_ridge,-4.13,120.31
val,Sardar Sarovar,6,v1_median,-3.338,110.64
val,Sardar Sarovar,6,persist,-2.407,98.05
val,Sardar Sarovar,6,clim,-0.875,72.74
val,Sardar Sarovar,7,v2_ridge,-3.903,117.53
val,Sardar Sarovar,7,v1_median,-3.335,110.51
val,Sardar Sarovar,7,persist,-2.239,95.53
val,Sardar Sarovar,7,clim,-0.814,71.49
val,Sardar Sarovar,8,v2_ridge,-3.588,115.35
val,Sardar Sarovar,8,v1_median,-3.057,108.46
val,Sardar Sarovar,8,persist,-1.865,91.16
val,Sardar Sarovar,8,clim,-0.723,70.68
val,Sardar Sarovar,9,v2_ridge,-3.239,113.71
val,Sardar Sarovar,9,v1_median,-2.675,105.87
val,Sardar Sarovar,9,persist,-1.433,86.14
val,Sardar Sarovar,9,clim,-0.612,70.12
val,Sardar Sarovar,10,v2_ridge,-2.98,112.58
val,Sardar Sarovar,10,v1_median,-2.451,104.84
val,Sardar Sarovar,10,persist,-1.035,80.51
val,Sardar Sarovar,10,clim,-0.517,69.5
val,Sardar Sarovar,11,v2_ridge,-2.884,112.01
val,Sardar Sarovar,11,v1_median,-2.366,104.28
val,Sardar Sarovar,11,persist,-0.734,74.84
val,Sardar Sarovar,11,clim,-0.492,69.42
val,Sardar Sarovar,12,v2_ridge,-2.902,112.18
val,Sardar Sarovar,12,v1_median,-2.326,103.58
val,Sardar Sarovar,12,persist,-0.48,69.1
val,Sardar Sarovar,12,clim,-0.497,69.49
val,Srisailam,1,v2_ridge,-5.737,58.98
val,Srisailam,1,v1_median,0.706,12.32
val,Srisailam,1,persist,0.671,13.03
val,Srisailam,1,clim,-6.012,60.17
val,Srisailam,2,v2_ridge,-5.772,58.33
val,Srisailam,2,v1_median,0.291,18.87
val,Srisailam,2,persist,0.235,19.61
val,Srisailam,2,clim,-6.389,60.93
val,Srisailam,3,v2_ridge,-5.717,57.81
val,Srisailam,3,v1_median,-0.201,24.44
val,Srisailam,3,persist,-0.172,24.15
val,Srisailam,3,clim,-6.604,61.51
val,Srisailam,4,v2_ridge,-5.689,57.65
val,Srisailam,4,v1_median,-0.752,29.51
val,Srisailam,4,persist,-0.48,27.12
val,Srisailam,4,clim,-6.731,61.98
val,Srisailam,5,v2_ridge,-5.603,57.38
val,Srisailam,5,v1_median,-1.304,33.9
val,Srisailam,5,persist,-0.595,28.2
val,Srisailam,5,clim,-6.793,62.34
val,Srisailam,6,v2_ridge,-5.517,57.17
val,Srisailam,6,v1_median,-1.736,37.04
val,Srisailam,6,persist,-0.571,28.07
val,Srisailam,6,clim,-6.82,62.62
val,Srisailam,7,v2_ridge,-5.44,57.03
val,Srisailam,7,v1_median,-1.996,38.9
val,Srisailam,7,persist,-0.58,28.25
val,Srisailam,7,clim,-6.816,62.83
val,Srisailam,8,v2_ridge,-5.377,56.93
val,Srisailam,8,v1_median,-2.262,40.72
val,Srisailam,8,persist,-0.655,29.0
val,Srisailam,8,clim,-6.796,62.95
val,Srisailam,9,v2_ridge,-5.331,56.88
val,Srisailam,9,v1_median,-2.505,42.32
val,Srisailam,9,persist,-0.789,30.24
val,Srisailam,9,clim,-6.773,63.02
val,Srisailam,10,v2_ridge,-5.289,56.85
val,Srisailam,10,v1_median,-2.687,43.53
val,Srisailam,10,persist,-0.995,32.02
val,Srisailam,10,clim,-6.744,63.09
val,Srisailam,11,v2_ridge,-5.258,56.82
val,Srisailam,11,v1_median,-2.867,44.66
val,Srisailam,11,persist,-1.183,33.56
val,Srisailam,11,clim,-6.723,63.12
val,Srisailam,12,v2_ridge,-5.248,56.8
val,Srisailam,12,v1_median,-3.059,45.78
val,Srisailam,12,persist,-1.343,34.78
val,Srisailam,12,clim,-6.717,63.12
val,Tungabhadra,1,v2_ridge,-2.582,38.79
val,Tungabhadra,1,v1_median,-1.235,30.64
val,Tungabhadra,1,persist,-0.867,28.01
val,Tungabhadra,1,clim,-1.143,30.0
val,Tungabhadra,2,v2_ridge,-2.486,38.57
val,Tungabhadra,2,v1_median,-2.338,37.74
val,Tungabhadra,2,persist,-1.954,35.51
val,Tungabhadra,2,clim,-1.146,30.27
val,Tungabhadra,3,v2_ridge,-2.39,38.58
val,Tungabhadra,3,v1_median,-2.011,36.36
val,Tungabhadra,3,persist,-1.339,32.05
val,Tungabhadra,3,clim,-1.187,30.99
val,Tungabhadra,4,v2_ridge,-2.281,38.02
val,Tungabhadra,4,v1_median,-1.991,36.3
val,Tungabhadra,4,persist,0.439,15.72
val,Tungabhadra,4,clim,-1.295,31.8
val,Tungabhadra,5,v2_ridge,-2.192,37.03
val,Tungabhadra,5,v1_median,-2.187,37.01
val,Tungabhadra,5,persist,-0.246,23.14
val,Tungabhadra,5,clim,-1.42,32.25
val,Tungabhadra,6,v2_ridge,-2.144,36.99
val,Tungabhadra,6,v1_median,-2.153,37.04
val,Tungabhadra,6,persist,-1.644,33.92
val,Tungabhadra,6,clim,-1.405,32.35
val,Tungabhadra,7,v2_ridge,-2.049,36.83
val,Tungabhadra,7,v1_median,-2.049,36.83
val,Tungabhadra,7,persist,-1.618,34.13
val,Tungabhadra,7,clim,-1.432,32.89
val,Tungabhadra,8,v2_ridge,-1.94,36.21
val,Tungabhadra,8,v1_median,-1.939,36.2
val,Tungabhadra,8,persist,-0.282,23.91
val,Tungabhadra,8,clim,-1.538,33.64
val,Tungabhadra,9,v2_ridge,-1.873,35.21
val,Tungabhadra,9,v1_median,-1.873,35.21
val,Tungabhadra,9,persist,0.251,17.97
val,Tungabhadra,9,clim,-1.695,34.1
val,Tungabhadra,10,v2_ridge,-1.835,35.16
val,Tungabhadra,10,v1_median,-1.835,35.16
val,Tungabhadra,10,persist,-1.274,31.49
val,Tungabhadra,10,clim,-1.683,34.21
val,Tungabhadra,11,v2_ridge,-1.759,35.02
val,Tungabhadra,11,v1_median,-1.759,35.02
val,Tungabhadra,11,persist,-1.744,34.93
val,Tungabhadra,11,clim,-1.707,34.69
val,Tungabhadra,12,v2_ridge,-1.665,34.51
val,Tungabhadra,12,v1_median,-1.665,34.51
val,Tungabhadra,12,persist,-0.899,29.13
val,Tungabhadra,12,clim,-1.804,35.4
val,Ujjani,1,v2_ridge,-1.538,23.68
val,Ujjani,1,v1_median,0.655,8.73
val,Ujjani,1,persist,0.717,7.91
val,Ujjani,1,clim,-4.723,35.57
val,Ujjani,2,v2_ridge,-1.721,23.57
val,Ujjani,2,v1_median,-0.099,14.98
val,Ujjani,2,persist,0.076,13.74
val,Ujjani,2,clim,-5.29,35.84
val,Ujjani,3,v2_ridge,-1.977,23.65
val,Ujjani,3,v1_median,-0.966,19.22
val,Ujjani,3,persist,-0.693,17.83
val,Ujjani,3,clim,-5.963,36.17
val,Ujjani,4,v2_ridge,-2.144,23.27
val,Ujjani,4,v1_median,-1.827,22.06
val,Ujjani,4,persist,-1.487,20.69
val,Ujjani,4,clim,-6.757,36.54
val,Ujjani,5,v2_ridge,-2.09,22.21
val,Ujjani,5,v1_median,-2.648,24.13
val,Ujjani,5,persist,-2.273,22.86
val,Ujjani,5,clim,-7.546,36.94
val,Ujjani,6,v2_ridge,-1.732,20.67
val,Ujjani,6,v1_median,-3.151,25.48
val,Ujjani,6,persist,-2.795,24.36
val,Ujjani,6,clim,-7.881,37.26
val,Ujjani,7,v2_ridge,-1.578,20.11
val,Ujjani,7,v1_median,-3.406,26.29
val,Ujjani,7,persist,-3.072,25.27
val,Ujjani,7,clim,-7.994,37.55
val,Ujjani,8,v2_ridge,-1.588,20.3
val,Ujjani,8,v1_median,-3.482,26.71
val,Ujjani,8,persist,-3.104,25.56
val,Ujjani,8,clim,-7.961,37.77
val,Ujjani,9,v2_ridge,-1.703,20.86
val,Ujjani,9,v1_median,-3.447,26.75
val,Ujjani,9,persist,-2.933,25.16
val,Ujjani,9,clim,-7.911,37.87
val,Ujjani,10,v2_ridge,-1.902,21.64
val,Ujjani,10,v1_median,-3.402,26.65
val,Ujjani,10,persist,-2.64,24.24
val,Ujjani,10,clim,-7.895,37.89
val,Ujjani,11,v2_ridge,-2.017,22.02
val,Ujjani,11,v1_median,-3.326,26.37
val,Ujjani,11,persist,-2.27,22.93
val,Ujjani,11,clim,-7.915,37.86
val,Ujjani,12,v2_ridge,-2.042,21.99
val,Ujjani,12,v1_median,-3.097,25.53
val,Ujjani,12,persist,-1.831,21.22
val,Ujjani,12,clim,-7.974,37.78
val,Ukai,1,v2_ridge,-2.384,104.13
val,Ukai,1,v1_median,0.065,54.75
val,Ukai,1,persist,0.391,44.16
val,Ukai,1,clim,-0.335,65.4
val,Ukai,2,v2_ridge,-5.688,147.64
val,Ukai,2,v1_median,-1.624,92.47
val,Ukai,2,persist,-0.541,70.88
val,Ukai,2,clim,-0.329,65.81
val,Ukai,3,v2_ridge,-5.815,152.62
val,Ukai,3,v1_median,-3.167,119.34
val,Ukai,3,persist,-1.262,87.92
val,Ukai,3,clim,-0.321,67.2
val,Ukai,4,v2_ridge,-5.35,152.6
val,Ukai,4,v1_median,-3.875,133.7
val,Ukai,4,persist,-1.46,94.99
val,Ukai,4,clim,-0.295,68.92
val,Ukai,5,v2_ridge,-4.714,150.41
val,Ukai,5,v1_median,-3.859,138.71
val,Ukai,5,persist,-1.217,93.68
val,Ukai,5,clim,-0.243,70.16
val,Ukai,6,v2_ridge,-4.216,147.32
val,Ukai,6,v1_median,-3.818,141.58
val,Ukai,6,persist,-0.822,87.07
val,Ukai,6,clim,-0.141,68.9
val,Ukai,7,v2_ridge,-3.821,144.27
val,Ukai,7,v1_median,-3.68,142.14
val,Ukai,7,persist,-0.569,82.31
val,Ukai,7,clim,-0.154,70.58
val,Ukai,8,v2_ridge,-3.464,141.55
val,Ukai,8,v1_median,-3.432,141.04
val,Ukai,8,persist,-0.545,83.27
val,Ukai,8,clim,-0.184,72.9
val,Ukai,9,v2_ridge,-3.147,139.19
val,Ukai,9,v1_median,-3.148,139.21
val,Ukai,9,persist,-0.715,89.5
val,Ukai,9,clim,-0.208,75.12
val,Ukai,10,v2_ridge,-2.902,137.21
val,Ukai,10,v1_median,-2.902,137.21
val,Ukai,10,persist,-0.853,94.56
val,Ukai,10,clim,-0.163,74.92
val,Ukai,11,v2_ridge,-2.802,135.84
val,Ukai,11,v1_median,-2.802,135.84
val,Ukai,11,persist,-0.89,95.76
val,Ukai,11,clim,-0.184,75.79
val,Ukai,12,v2_ridge,-2.785,135.43
val,Ukai,12,v1_median,-2.785,135.43
val,Ukai,12,persist,-0.742,91.87
val,Ukai,12,clim,-0.191,75.96
