Split,Reservoir,Week,Model,NSE,RMSE_TMC
val,Sardar Sarovar,11,persist,-0.734,74.835
val,Sardar Sarovar,11,clim,-0.492,69.42
val,Sardar Sarovar,12,gnn,-2.196,101.525
val,Sardar Sarovar,12,persist,-0.48,69.099
val,Sardar Sarovar,12,clim,-0.497,69.494
val,Srisailam,1,gnn,0.707,12.307
val,Srisailam,1,persist,0.671,13.035
val,Srisailam,1,clim,-6.012,60.174
val,Srisailam,2,gnn,0.293,18.848
val,Srisailam,2,persist,0.235,19.607
val,Srisailam,2,clim,-6.389,60.931
val,Srisailam,3,gnn,-0.197,24.402
val,Srisailam,3,persist,-0.172,24.151
val,Srisailam,3,clim,-6.604,61.507
val,Srisailam,4,gnn,-0.746,29.45
val,Srisailam,4,persist,-0.48,27.116
val,Srisailam,4,clim,-6.731,61.977
val,Srisailam,5,gnn,-1.295,33.828
val,Srisailam,5,persist,-0.595,28.2
val,Srisailam,5,clim,-6.793,62.336
val,Srisailam,6,gnn,-1.729,36.988
val,Srisailam,6,persist,-0.571,28.07
val,Srisailam,6,clim,-6.82,62.617
val,Srisailam,7,gnn,-1.989,38.852
val,Srisailam,7,persist,-0.58,28.249
val,Srisailam,7,clim,-6.816,62.828
val,Srisailam,8,gnn,-2.256,40.683
val,Srisailam,8,persist,-0.655,29.0
val,Srisailam,8,clim,-6.796,62.949
val,Srisailam,9,gnn,-2.5,42.287
val,Srisailam,9,persist,-0.789,30.235
val,Srisailam,9,clim,-6.773,63.022
val,Srisailam,10,gnn,-2.682,43.5
val,Srisailam,10,persist,-0.995,32.017
val,Srisailam,10,clim,-6.744,63.086
val,Srisailam,11,gnn,-2.861,44.631
val,Srisailam,11,persist,-1.183,33.561
val,Srisailam,11,clim,-6.723,63.118
val,Srisailam,12,gnn,-3.054,45.751
val,Srisailam,12,persist,-1.343,34.784
val,Srisailam,12,clim,-6.717,63.125
val,Tungabhadra,1,gnn,-1.235,30.641
val,Tungabhadra,1,persist,-0.867,28.007
val,Tungabhadra,1,clim,-1.143,30.004
val,Tungabhadra,2,gnn,-2.338,37.744
val,Tungabhadra,2,persist,-1.954,35.51
val,Tungabhadra,2,clim,-1.146,30.265
val,Tungabhadra,3,gnn,-2.011,36.362
val,Tungabhadra,3,persist,-1.339,32.05
val,Tungabhadra,3,clim,-1.187,30.991
val,Tungabhadra,4,gnn,-1.989,36.291
val,Tungabhadra,4,persist,0.439,15.723
val,Tungabhadra,4,clim,-1.295,31.797
val,Tungabhadra,5,gnn,-2.187,37.003
val,Tungabhadra,5,persist,-0.246,23.142
val,Tungabhadra,5,clim,-1.42,32.248
val,Tungabhadra,6,gnn,-2.153,37.042
val,Tungabhadra,6,persist,-1.644,33.921
val,Tungabhadra,6,clim,-1.405,32.35
val,Tungabhadra,7,gnn,-2.049,36.83
val,Tungabhadra,7,persist,-1.618,34.129
val,Tungabhadra,7,clim,-1.432,32.891
val,Tungabhadra,8,gnn,-1.939,36.203
val,Tungabhadra,8,persist,-0.282,23.908
val,Tungabhadra,8,clim,-1.538,33.644
val,Tungabhadra,9,gnn,-1.873,35.206
val,Tungabhadra,9,persist,0.251,17.972
val,Tungabhadra,9,clim,-1.695,34.098
val,Tungabhadra,10,gnn,-1.835,35.16
val,Tungabhadra,10,persist,-1.274,31.493
val,Tungabhadra,10,clim,-1.683,34.205
val,Tungabhadra,11,gnn,-1.759,35.021
val,Tungabhadra,11,persist,-1.744,34.928
val,Tungabhadra,11,clim,-1.707,34.691
val,Tungabhadra,12,gnn,-1.665,34.51
val,Tungabhadra,12,persist,-0.899,29.133
val,Tungabhadra,12,clim,-1.804,35.399
val,Ujjani,1,gnn,0.653,8.759
val,Ujjani,1,persist,0.717,7.911
val,Ujjani,1,clim,-4.723,35.565
val,Ujjani,2,gnn,-0.109,15.048
val,Ujjani,2,persist,0.076,13.737
val,Ujjani,2,clim,-5.29,35.837
val,Ujjani,3,gnn,-0.989,19.331
val,Ujjani,3,persist,-0.693,17.833
val,Ujjani,3,clim,-5.963,36.167
val,Ujjani,4,gnn,-1.864,22.205
val,Ujjani,4,persist,-1.487,20.693
val,Ujjani,4,clim,-6.757,36.541
val,Ujjani,5,gnn,-2.697,24.296
val,Ujjani,5,persist,-2.273,22.861
val,Ujjani,5,clim,-7.546,36.938
val,Ujjani,6,gnn,-3.226,25.706
val,Ujjani,6,persist,-2.795,24.36
val,Ujjani,6,clim,-7.881,37.265
val,Ujjani,7,gnn,-3.507,26.586
val,Ujjani,7,persist,-3.072,25.268
val,Ujjani,7,clim,-7.994,37.555
val,Ujjani,8,gnn,-3.556,26.934
val,Ujjani,8,persist,-3.104,25.561
val,Ujjani,8,clim,-7.961,37.771
val,Ujjani,9,gnn,-3.464,26.801
val,Ujjani,9,persist,-2.933,25.157
val,Ujjani,9,clim,-7.911,37.868
val,Ujjani,10,gnn,-3.372,26.562
val,Ujjani,10,persist,-2.64,24.237
val,Ujjani,10,clim,-7.895,37.887
val,Ujjani,11,gnn,-3.267,26.191
val,Ujjani,11,persist,-2.27,22.93
val,Ujjani,11,clim,-7.915,37.861
val,Ujjani,12,gnn,-3.015,25.27
val,Ujjani,12,persist,-1.831,21.219
val,Ujjani,12,clim,-7.974,37.777
val,Ukai,1,gnn,0.06,54.892
val,Ukai,1,persist,0.391,44.163
val,Ukai,1,clim,-0.335,65.403
val,Ukai,2,gnn,-1.638,92.717
val,Ukai,2,persist,-0.541,70.875
val,Ukai,2,clim,-0.329,65.81
val,Ukai,3,gnn,-3.186,119.606
val,Ukai,3,persist,-1.262,87.918
val,Ukai,3,clim,-0.321,67.197
val,Ukai,4,gnn,-3.883,133.821
val,Ukai,4,persist,-1.46,94.987
val,Ukai,4,clim,-0.295,68.925
val,Ukai,5,gnn,-3.869,138.849
val,Ukai,5,persist,-1.217,93.684
val,Ukai,5,clim,-0.243,70.164
val,Ukai,6,gnn,-3.833,141.798
val,Ukai,6,persist,-0.822,87.071
val,Ukai,6,clim,-0.141,68.905
val,Ukai,7,gnn,-3.704,142.497
val,Ukai,7,persist,-0.569,82.312
val,Ukai,7,clim,-0.154,70.579
val,Ukai,8,gnn,-3.457,141.433
val,Ukai,8,persist,-0.545,83.272
val,Ukai,8,clim,-0.184,72.903
val,Ukai,9,gnn,-3.148,139.207
val,Ukai,9,persist,-0.715,89.5
val,Ukai,9,clim,-0.208,75.119
val,Ukai,10,gnn,-2.902,137.208
val,Ukai,10,persist,-0.853,94.557
val,Ukai,10,clim,-0.163,74.919
val,Ukai,11,gnn,-2.802,135.837
val,Ukai,11,persist,-0.89,95.764
val,Ukai,11,clim,-0.184,75.791
val,Ukai,12,gnn,-2.785,135.432
val,Ukai,12,persist,-0.742,91.87
val,Ukai,12,clim,-0.191,75.964
