CRPS,RMSE,MAE,NSE,KGE,Reservoir,Basin
240.38148181271865,601.2273419033412,227.87437120572503,0.5227510847951683,0.3852467004714838,Nagarjuna Sagar,krishna
371.558084315555,1191.9050366146357,389.84791182329707,0.7278336971466194,0.613120077636174,Srisailam,krishna
658.6183681194517,2553.4341289195795,882.3352546046094,0.7243850005504043,0.4895708460838214,Almatti,krishna
366.2154953012011,1498.3848943773316,490.8143296532914,0.6050863049487347,0.47985409079328434,Tungabhadra,krishna
828.2319814353322,1426.1652070328932,990.4878015253498,-7.0166197679085425,-1.0762364422470378,Mettur,cauvery
212.2808499200901,691.3281141835133,253.48455743363522,0.34213358921786274,0.40929478048930845,Krishnaraja Sagara,cauvery
43.643422688475724,45.587454527917785,34.6455949234611,,,Jayakwadi,godavari
400.3734628476464,1072.0039303381084,466.07066706858745,0.46260507967066367,0.3389431476831346,Ujjani,krishna
2696.1100623704847,11306.67397029135,2936.770989579801,-0.01728029053079916,-0.029466148132331504,Sardar Sarovar,narmada
361.06318059196843,928.5991544953357,432.100700946883,0.5959831089575403,0.6060254335665682,Ukai,tapi
