Basin,CRPS,RMSE,NSE,KGE
cauvery,208.7207104831403,556.7896343150079,0.3367207257953583,0.38953373181270307
godavari,107.27770371052017,290.03735839656656,0.08564096981613456,0.49417135753315267
krishna,466.2526441301173,1380.6400720923775,-0.1754911241148281,0.3624943976841283
narmada,3309.4881681752313,13047.0774619863,0.11472790994808879,0.19803318897895317
tapi,371.2554998813253,980.2933820974554,0.5497485749107127,0.6266105893373122
