Condition,CRPS,RMSE,NSE,KGE
El Nino,852.4648946249596,2711.3760702429563,-0.002972337453993834,0.34665312637389917
Neutral,264.99766730409056,398.3767277257807,-981.5654456995793,-25.17395740942578
