Condition,CRPS,RMSE,NSE,KGE
El Nino,811.0539146142104,2612.3603699690093,-0.16062397456085956,0.23773518323608334
Neutral,244.8120721909997,331.90131693937,-423.31173338172306,-8.039187776137831
