fold,week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8,week_9,week_10,week_11,week_12,pooled_mean_NSE
2020,0.7551778456482721,0.5718318317700257,0.3549579307915763,0.1487612102185631,0.0449579730678192,-0.0147166784157195,-0.0274759928876247,-0.0935142317724051,-0.1098783782914594,-0.1151967027429154,-0.1117336260934698,-0.0814407138048198,0.5502117614898698
2021,0.6097292489738688,0.5166297302872855,0.5006945073512061,0.5664428427171257,0.5125128983951359,0.4113488736440741,0.3990439084986962,0.443232233032764,0.4853371526008772,0.5122080468885624,0.412254131380284,0.3394145739989234,0.36316882869697564
2022,0.6640284756487358,0.4445954939510846,0.3427955671225163,0.3428001970815212,0.3334292863946017,0.2834616131885109,0.265474032971691,0.1925500391235542,0.1019002023780023,0.0313727529177352,0.0150742601854965,-0.0270479857939196,0.644503923292915
2023,0.5587034829836184,0.4656350005537385,0.3118075309856756,0.1643112767930262,0.0624442274742417,0.0081617634414317,0.0259603430458752,0.0537070065662028,0.1561326357841683,0.2200540397744286,0.2447706386381,0.1495796052279664,0.1420201366662981
2024,0.6819062133298077,0.471783674591699,0.3415562990930301,0.2396058973806357,0.1896088944750968,0.1135571968603923,0.0370117713204399,-0.0036638439421317,-0.0871791132767461,-0.1807702995841067,-0.250089700968706,-0.2867044505855378,0.5710113345719579
