Basin,CRPS,RMSE,NSE,KGE
cauvery,200.59236095165096,558.3327558758133,0.3346235532894926,0.39665183661809117
godavari,97.77036232738578,296.89700471432917,0.04187866999158063,0.446987346686183
krishna,469.3985211757141,1477.4874903723262,-0.3937285223748479,0.30748033678064396
narmada,3197.7027093655074,13094.405399117259,0.10829365766650889,0.186850675431403
tapi,349.03597608005725,992.6145461904198,0.5383591573827544,0.5889956520854314
