Week,CRPS,RMSE,MAE,NSE,KGE,Reservoir,Basin
1,512.3077710808982,985.9077767436119,587.6942563418577,-4.458448355066329,-0.527861378298562,Nagarjuna Sagar,krishna
1,417.4889154044498,1255.8052147728963,475.00819634617903,0.6978687773489771,0.5544156431707259,Srisailam,krishna
1,665.3720772522673,2578.773914000125,859.040865936933,0.7188875578510976,0.5150005199024494,Almatti,krishna
1,369.2525953357529,1502.4654118564385,508.7057247849729,0.6029324572196924,0.5734121395639131,Tungabhadra,krishna
1,199.27708480348963,394.0401347363974,239.9815428709464,0.3880266250601857,0.366266410696407,Mettur,cauvery
1,201.90763709981226,722.6253770152291,247.33026936567973,0.2812204815187995,0.42703726253977536,Krishnaraja Sagara,cauvery
1,97.77036232738578,296.89700471432917,115.38474488374551,0.04187866999158063,0.446987346686183,Jayakwadi,godavari
1,382.5712468052021,1064.485134488559,454.3950851057924,0.4701169507723224,0.42243475956469323,Ujjani,krishna
1,3197.7027093655074,13094.405399117259,3664.6826155945564,0.10829365766650889,0.186850675431403,Sardar Sarovar,narmada
1,349.03597608005725,992.6145461904198,446.2559313059339,0.5383591573827544,0.5889956520854314,Ukai,tapi
2,671.8861265784137,861.6850136626258,625.7539821754141,-3.1758230723104255,-0.3413077221910876,Nagarjuna Sagar,krishna
2,657.1493408467259,2048.5659194732443,744.6149503995977,0.1962705722933339,0.26313765491959573,Srisailam,krishna
2,1166.9523266095678,4415.957959878013,1409.2503574207235,0.17566566040620057,0.0699586682561113,Almatti,krishna
2,569.4484540424867,2198.565622322984,710.7965781566526,0.14977418290113098,0.11157626226487682,Tungabhadra,krishna
2,262.27858118911615,462.34147653930034,287.91781250844474,0.1672956070777576,0.1963385197791967,Mettur,cauvery
2,270.8917966905346,854.9191487798754,313.64211899456353,-0.006114609020999362,0.01542079156972076,Krishnaraja Sagara,cauvery
2,108.2283558075338,328.62473506524805,135.8350556775412,-0.17384126971556269,-0.004199320764751269,Jayakwadi,godavari
2,504.58228220002064,1395.4663062736868,589.3840975567904,0.08937507215190243,0.033492129410019,Ujjani,krishna
2,3869.1697848677477,13602.581676431155,4072.242434479076,0.03867186772886411,-0.13927161172591052,Sardar Sarovar,narmada
2,429.5783074063498,1171.143236812266,560.3744864827746,0.3572894458548326,0.26922460327716147,Ukai,tapi
3,734.0635142509706,861.5333121973189,614.5775541359653,-3.188084894735235,-0.36755830215922214,Nagarjuna Sagar,krishna
3,817.1563637767449,2561.6491664457703,923.3720372664238,-0.25548331904734645,-0.016987770848514216,Srisailam,krishna
3,1504.5046499759787,5125.196588407976,1728.7554268618208,-0.11038756120514615,-0.23891132561810147,Almatti,krishna
3,699.2049197682995,2405.818851706059,812.0749124219845,-0.018078508636893087,-0.08035130320150041,Tungabhadra,krishna
3,278.02539865304885,479.6099039551178,292.80267705298456,0.11478086966263312,0.16158166442089306,Mettur,cauvery
