CRPS,RMSE,MAE,NSE,KGE,Reservoir,Basin
512.3077710808982,985.9077767436119,587.6942563418577,-4.458448355066329,-0.527861378298562,Nagarjuna Sagar,krishna
417.4889154044498,1255.8052147728963,475.00819634617903,0.6978687773489771,0.5544156431707259,Srisailam,krishna
665.3720772522673,2578.773914000125,859.040865936933,0.7188875578510976,0.5150005199024494,Almatti,krishna
369.2525953357529,1502.4654118564385,508.7057247849729,0.6029324572196924,0.5734121395639131,Tungabhadra,krishna
199.27708480348963,394.0401347363974,239.9815428709464,0.3880266250601857,0.366266410696407,Mettur,cauvery
201.90763709981226,722.6253770152291,247.33026936567973,0.2812204815187995,0.42703726253977536,Krishnaraja Sagara,cauvery
97.77036232738578,296.89700471432917,115.38474488374551,0.04187866999158063,0.446987346686183,Jayakwadi,godavari
382.5712468052021,1064.485134488559,454.3950851057924,0.4701169507723224,0.42243475956469323,Ujjani,krishna
3197.7027093655074,13094.405399117259,3664.6826155945564,0.10829365766650889,0.186850675431403,Sardar Sarovar,narmada
349.03597608005725,992.6145461904198,446.2559313059339,0.5383591573827544,0.5889956520854314,Ukai,tapi
