Condition,CRPS,RMSE,NSE,Event_NSE,Log_NSE,KGE
El Nino,897.9526959413746,2733.8496868190264,0.18940735709386602,-0.003701449999264872,-0.9904019524907565,0.40745697237116596
Neutral,303.57408163893416,457.4612716018411,-1.5675453755520052,-0.3392327280877291,-2.566503788259027e+40,-19.939969486625646
