Basin,CRPS,RMSE,NSE,Event_NSE,Log_NSE,KGE
cauvery,212.51276160266787,567.2055609121466,0.3023788251062674,0.3023788251062674,0.44775196369118414,0.4014713205011772
godavari,102.25166438033412,274.5428610071634,0.1807259734971245,-0.560530221588629,-1.050578890722346,0.46335951748353854
krishna,547.0036417856201,1438.8784361977125,0.2820563700883933,0.03686800116927278,-1.7505750237932962,0.46047940945554566
narmada,3345.451724386676,13055.237938217324,0.11362015211937504,0.11362015211937504,0.5744734189529521,0.21897539999184878
tapi,355.5731828542277,948.0362618884037,0.5788926196475979,0.45625861581697746,0.24035561963704732,0.6520906707388041
