Date,nagarjuna_sagar_runoff,nagarjuna_sagar_evap,nagarjuna_sagar_soil_moisture,srisailam_runoff,srisailam_evap,srisailam_soil_moisture,almatti_runoff,almatti_evap,almatti_soil_moisture,tungabhadra_runoff,tungabhadra_evap,tungabhadra_soil_moisture,mettur_runoff,mettur_evap,mettur_soil_moisture,krishnaraja_sagara_runoff,krishnaraja_sagara_evap,krishnaraja_sagara_soil_moisture,jayakwadi_runoff,jayakwadi_evap,jayakwadi_soil_moisture,ujjani_runoff,ujjani_evap,ujjani_soil_moisture,sardar_sarovar_runoff,sardar_sarovar_evap,sardar_sarovar_soil_moisture,ukai_runoff,ukai_evap,ukai_soil_moisture
2010-01-01,0.0,-1.537612,0.209824,0.000276,-1.785674,0.145599,0.0,-1.817554,0.248032,0.0,-2.406306,0.180344,2.2e-05,-2.93509,0.252274,0.000253,-3.190415,0.305008,0.0,-1.501371,0.280319,0.0,-2.627184,0.329056,0.0,-1.67063,0.155106,0.0,-2.09242,0.24469
2010-01-02,0.000186,-1.38347,0.208725,0.0,-1.820476,0.14444,0.0,-1.772111,0.233978,0.0,-2.654376,0.16951,0.0,-2.91303,0.245529,0.0,-3.369297,0.287994,0.0,-1.410028,0.280197,0.0,-2.787498,0.317169,0.0,-1.687393,0.152191,0.0,-1.697051,0.243668
2010-01-03,6.7e-05,-1.19856,0.207596,7e-06,-1.867973,0.143311,7e-06,-1.669666,0.223801,0.0,-2.34974,0.161041,1.5e-05,-2.539387,0.240204,3e-05,-3.332368,0.27478,0.0,-0.906999,0.280075,7e-06,-2.53165,0.306519,0.000194,-1.277098,0.151032,7e-06,-1.433009,0.243042
2010-01-04,0.0,-1.695503,0.206421,0.0,-2.08853,0.142181,0.0,-1.597282,0.216278,0.0,-2.258888,0.153931,0.000134,-2.910337,0.234238,0.0,-3.427261,0.263153,0.0,-0.745973,0.279999,0.0,-2.502891,0.297424,0.0,-1.501574,0.149124,0.0,-1.535614,0.242447
2010-01-05,0.0,-1.379352,0.205322,0.0,-2.047296,0.141098,0.0,-1.498595,0.211121,0.0,-1.972039,0.147858,0.0,-2.8382,0.227798,0.0,-3.327155,0.252701,0.0,-1.08535,0.279922,0.0,-2.258304,0.289978,0.0,-1.542022,0.147263,0.0,-1.798617,0.241943
2010-01-06,7e-06,-1.468318,0.204605,0.0,-1.755783,0.140411,0.0,-1.240504,0.20784,0.0,-2.420093,0.142715,0.0,-2.754026,0.222549,0.0,-3.266539,0.243423,0.0,-1.486857,0.279846,0.0,-2.914195,0.282944,0.0,-1.607851,0.14537,0.0,-2.006106,0.24147
2010-01-07,0.001304,-1.281648,0.207138,0.001229,-1.157538,0.143005,0.0,-1.272556,0.205002,0.0,-2.622963,0.137863,1.5e-05,-2.880141,0.217087,0.0,-3.187773,0.234634,0.0,-1.588195,0.2798,0.0,-2.848796,0.277405,0.0,-1.643041,0.143478,0.0,-2.069629,0.240936
2010-01-08,0.0,-1.120184,0.206131,0.0,-1.723126,0.141922,0.0,-1.089524,0.202972,0.0,-1.967607,0.134857,0.0,-2.752676,0.21199,0.0,-3.080003,0.226746,0.0,-1.498354,0.279739,0.0,-2.494348,0.272964,0.0,-1.595282,0.141647,0.0,-1.68005,0.240417
2010-01-09,7e-06,-0.993167,0.205231,0.000156,-1.39078,0.141968,0.0,-0.936074,0.201355,0.000484,-1.465452,0.134567,0.001274,-1.342866,0.213028,0.001758,-1.842226,0.226349,0.0,-1.397434,0.279709,0.0,-2.627764,0.268814,0.0,-1.5392,0.139969,0.0,-1.839667,0.239975
2010-01-10,0.002511,-1.066606,0.209396,0.002183,-1.428092,0.145874,8.9e-05,-0.940965,0.199783,0.000812,-1.391708,0.134766,0.001125,-1.898214,0.212341,0.00038,-2.682075,0.220245,0.0,-1.10702,0.279678,0.0,-1.866496,0.265259,0.0,-1.490743,0.138611,0.0,-1.719509,0.239685
2010-01-11,0.002354,-1.051566,0.212234,0.008278,-1.49776,0.164017,0.003621,-0.908954,0.203018,0.001669,-1.497141,0.136475,0.001036,-2.296455,0.210251,3.7e-05,-2.805064,0.213257,6.7e-05,-0.791239,0.279755,0.009723,-1.828691,0.276398,0.000224,-1.117366,0.138397,2.2e-05,-1.275645,0.239532
2010-01-12,0.000142,-1.221465,0.210754,0.000291,-1.855384,0.160217,0.023559,-1.632026,0.252579,0.002675,-1.245055,0.145584,0.000238,-2.131552,0.205765,0.001229,-2.475588,0.209564,0.000298,-0.664338,0.298157,0.000976,-1.873078,0.360794,0.0,-1.549914,0.139664,0.0,-1.587852,0.239349
2010-01-13,0.001758,-1.04069,0.212677,0.023529,-1.808764,0.213028,0.00295,-1.753599,0.268372,0.004306,-1.450843,0.157211,0.00152,-2.015224,0.205399,0.003129,-2.282597,0.20961,0.0,-1.961041,0.294693,0.0,-2.441586,0.350647,0.0,-1.463181,0.138474,0.0,-1.870853,0.23912
2010-01-14,0.034519,-1.656272,0.340103,0.018477,-2.180854,0.290772,0.010535,-1.529467,0.272186,0.006877,-2.047185,0.170639,0.001572,-2.54605,0.20607,0.000767,-3.087058,0.212753,0.0,-1.910362,0.292374,0.0,-2.828634,0.335266,0.0,-1.465423,0.137421,0.0,-2.040715,0.238922
2010-01-15,0.035301,-1.481117,0.363754,0.023514,-2.170265,0.318085,0.031948,-1.519754,0.325912,0.000626,-2.57872,0.189758,6.7e-05,-2.860969,0.200729,6.7e-05,-3.17068,0.203781,0.0,-1.264,0.290619,0.008039,-2.058436,0.337158,0.0,-1.432324,0.136383,7e-06,-1.73022,0.238678
2010-01-16,0.013322,-1.823377,0.343002,0.012413,-2.444351,0.316422,0.002608,-1.713197,0.308258,0.000581,-2.14133,0.182449,1.5e-05,-2.617206,0.196457,1.5e-05,-3.489585,0.194855,0.0,-1.202787,0.28923,0.003442,-2.154337,0.340073,0.0,-1.476236,0.1353,1.5e-05,-1.465047,0.238464
2010-01-17,0.000574,-2.212226,0.316742,0.001609,-2.422348,0.281891,0.003979,-1.921769,0.291946,0.001006,-2.034796,0.175064,0.0,-2.978965,0.191498,7e-06,-3.33249,0.187027,7e-06,-1.019038,0.288147,0.00044,-2.198328,0.330429,0.0,-1.416132,0.134399,0.0,-1.364406,0.238281
2010-01-18,4.5e-05,-2.285341,0.3013,0.000969,-2.658558,0.257309,0.00532,-1.720618,0.282883,0.00073,-1.782202,0.167999,4.5e-05,-2.187038,0.18808,0.000119,-2.715438,0.181137,0.0,-1.207048,0.286942,0.0,-2.205082,0.318527,0.0,-1.432316,0.133545,0.0,-1.405631,0.238098
2010-01-19,0.000127,-2.498339,0.289139,0.000291,-2.686802,0.237289,0.00041,-1.61146,0.267471,0.000626,-2.055993,0.161392,0.000797,-2.095293,0.186569,0.000164,-2.550284,0.1763,0.0,-1.285875,0.285873,0.0,-2.626735,0.307465,0.0,-1.458423,0.132675,0.0,-1.601007,0.237885
2010-01-20,0.0,-2.511532,0.278839,0.0,-2.919556,0.218994,0.0,-2.026574,0.249374,0.0,-2.447963,0.152634,0.000224,-2.126344,0.18512,0.000805,-2.417318,0.172852,0.0,-1.527833,0.284927,0.0,-3.036907,0.296722,0.0,-1.53293,0.131729,0.0,-1.896054,0.237671
2010-01-21,0.0,-2.374162,0.269928,0.0,-2.595834,0.204941,0.0,-1.969322,0.234619,0.0,-2.91354,0.144608,7e-06,-2.621443,0.181412,7e-06,-3.078226,0.166977,0.0,-1.658088,0.284088,0.0,-2.940273,0.287842,0.0,-1.468961,0.130844,0.0,-1.732033,0.237442
2010-01-22,0.0,-2.182568,0.262665,0.0,-2.349863,0.193588,0.0,-1.630569,0.224716,0.0,-2.362389,0.138855,0.0,-2.687689,0.177826,0.0,-3.017804,0.161362,0.0,-1.410741,0.283432,0.0,-2.764884,0.281036,0.0,-1.480474,0.130096,0.0,-1.623707,0.237228
2010-01-23,0.0,-2.113788,0.256393,0.0,-2.286108,0.184036,0.0,-1.425098,0.217896,0.0,-2.462285,0.134186,0.0,-2.932059,0.174805,0.0,-2.992155,0.156662,0.0,-1.466043,0.282898,0.0,-2.751726,0.275681,0.0,-1.45021,0.129486,0.0,-1.693902,0.237061
2010-01-24,0.0,-2.309343,0.249939,0.0,-2.30389,0.175568,0.0,-1.281017,0.212875,0.0,-1.947821,0.130524,0.0,-2.486003,0.172318,0.0,-2.771176,0.152451,0.0,-0.966266,0.282455,0.0,-2.408252,0.271133,0.0,-1.435953,0.128922,0.0,-1.38736,0.236923
2010-01-25,0.0,-2.073627,0.244125,0.0,-2.199431,0.168533,0.0,-1.1923,0.209061,0.0,-1.870776,0.127762,1.5e-05,-2.029288,0.170685,1.5e-05,-2.484387,0.149292,0.0,-0.978818,0.282074,0.0,-2.104634,0.267242,0.0,-1.425565,0.128326,0.0,-1.582334,0.236786
2010-01-26,0.0,-1.859185,0.23938,0.0,-2.050179,0.162903,4e-06,-1.092113,0.206131,0.0,-1.794686,0.125885,6.3e-05,-2.039993,0.169357,0.0,-2.494722,0.1465,0.0,-1.348648,0.281723,0.0,-2.534772,0.263504,0.0,-1.41322,0.127808,0.0,-1.800299,0.236649
2010-01-27,1.5e-05,-1.599376,0.235611,4.5e-05,-1.52046,0.159195,0.0,-0.944811,0.203842,0.0,-1.562945,0.124649,1.5e-05,-1.993033,0.168106,7e-06,-2.37922,0.144012,0.0,-1.436563,0.281357,0.0,-2.562201,0.260071,0.0,-1.394521,0.12735,0.0,-1.671471,0.236496
2010-01-28,8.2e-05,-1.678467,0.232254,0.000522,-1.592527,0.157028,0.0,-0.903483,0.201859,0.0,-1.763597,0.12352,3e-05,-2.163145,0.167053,0.0,-2.608875,0.141357,0.0,-1.418538,0.281036,0.0,-1.963662,0.257324,0.0,-1.386269,0.126923,0.0,-1.589732,0.236328
2010-01-29,0.000328,-1.580931,0.229568,8.9e-05,-1.564982,0.154007,0.0,-0.911196,0.199814,0.0,-1.718051,0.122543,0.0,-2.273437,0.165894,0.0,-2.727823,0.138687,0.0,-0.922081,0.280762,0.0,-1.79388,0.254852,0.0,-1.365466,0.126572,0.0,-1.365192,0.236221
2010-01-30,7e-06,-1.805046,0.225693,0.0,-2.041695,0.150269,1.5e-05,-0.8956,0.198029,7e-06,-1.713338,0.121887,0.0,-2.279167,0.164841,0.0,-2.708681,0.136353,0.0,-1.296045,0.280533,1.5e-05,-2.354864,0.252686,0.0,-1.38482,0.12616,1.5e-05,-1.647215,0.236114
2010-01-31,7e-06,-1.907563,0.222305,4e-06,-1.926794,0.147202,1.1e-05,-1.079516,0.196259,4e-06,-1.644465,0.121277,4e-06,-2.137246,0.163956,7e-06,-2.533844,0.134476,0.0,-0.771106,0.280334,7e-06,-2.101726,0.250824,4e-06,-1.35825,0.125824,7e-06,-1.388776,0.236023
2010-02-01,7e-06,-1.782112,0.219635,7e-06,-1.80757,0.144852,7e-06,-1.024119,0.194763,7e-06,-1.60194,0.120834,7e-06,-2.073906,0.163132,7e-06,-2.403411,0.132919,0.0,-0.776203,0.280167,7e-06,-1.967809,0.249435,7e-06,-1.358616,0.125504,7e-06,-1.30562,0.235931
2010-02-02,7e-06,-1.965128,0.217041,7e-06,-1.820692,0.143005,7e-06,-0.953055,0.193573,7e-06,-1.84841,0.120544,7e-06,-2.485122,0.162354,7e-06,-2.588976,0.131409,0.0,-1.276619,0.280029,7e-06,-1.934918,0.248322,7e-06,-1.307806,0.125229,7e-06,-1.270064,0.23587
2010-02-03,0.0,-1.979256,0.214462,0.0,-1.836925,0.141434,0.0,-1.004879,0.19252,0.0,-1.989319,0.1203,0.0,-2.465673,0.161621,0.0,-2.785748,0.129837,0.0,-1.395632,0.279922,0.0,-2.170594,0.247498,4.5e-05,-1.251201,0.125031,1.5e-05,-1.307638,0.235809
2010-02-04,0.0,-1.893544,0.212143,0.0,-1.776153,0.140198,0.0,-1.040827,0.191727,0.0,-2.199211,0.120117,0.0,-2.406228,0.16098,0.0,-2.790017,0.128326,0.0,-1.06075,0.279831,0.0,-1.910693,0.246841,3e-05,-1.257154,0.124878,7e-06,-1.408303,0.235733
2010-02-05,0.0,-1.797975,0.210144,0.0,-1.720375,0.13916,0.0,-1.053608,0.191116,0.0,-2.4006,0.12001,0.0,-2.400652,0.160461,0.0,-2.730636,0.12709,0.0,-1.090928,0.279755,0.0,-2.15645,0.246353,0.0,-1.291448,0.124634,0.0,-1.452236,0.235672
2010-02-06,0.0,-1.391169,0.20842,0.0,-1.619387,0.138275,0.0,-0.953404,0.190659,0.0,-2.278459,0.119934,0.0,-2.541515,0.160004,0.0,-3.012626,0.126053,0.0,-1.262112,0.279678,0.0,-2.334288,0.246002,0.0,-1.344604,0.124374,0.0,-1.607302,0.23558
2010-02-07,0.0,-1.310885,0.20697,0.0,-1.40749,0.137604,0.0,-0.896113,0.190262,0.0,-1.799996,0.119858,0.0,-2.1387,0.159653,0.0,-2.636134,0.125244,0.0,-1.317661,0.279633,0.0,-2.196626,0.245728,0.0,-1.39201,0.124069,0.0,-1.604888,0.235428
2010-02-08,0.0,-1.493062,0.205688,0.0,-1.651466,0.136856,0.0,-0.838694,0.189865,0.0,-1.353359,0.119751,0.0,-2.122571,0.159241,0.0,-2.379447,0.124298,0.0,-1.0682,0.279587,0.0,-1.751809,0.245499,0.0,-1.273753,0.123871,0.0,-1.42815,0.235352
2010-02-09,0.0,-1.958426,0.204575,0.0,-1.705218,0.136139,0.0,-0.901947,0.189514,0.0,-1.665356,0.119614,0.0,-1.854029,0.158859,0.0,-2.393446,0.123276,0.0,-1.629952,0.279572,0.0,-1.427719,0.245346,3e-05,-1.195862,0.123871,0.0,-1.451062,0.235306
2010-02-10,0.0,-1.645984,0.203781,0.0,-1.58547,0.13559,0.0,-0.852057,0.189346,0.0,-1.461418,0.119522,0.0,-1.690075,0.158554,7e-06,-2.040816,0.122681,0.0,-1.081348,0.279541,0.0,-1.638319,0.245255,0.0,-1.195598,0.123718,7e-06,-1.107908,0.235306
2010-02-11,0.0,-1.570422,0.203217,0.0,-1.567126,0.135162,1.5e-05,-0.739564,0.189316,0.0,-1.47765,0.119522,0.0,-1.649098,0.158356,1.5e-05,-2.030432,0.122177,0.0,-1.429107,0.279541,0.0,-1.866776,0.245209,0.000879,-1.160047,0.125778,0.000134,-1.162414,0.235504
2010-02-12,0.0,-1.407327,0.202744,0.0,-1.433676,0.134811,0.0,-0.774232,0.189041,0.0,-1.119847,0.119431,0.0,-1.692451,0.158127,0.0,-2.276391,0.121521,0.0,-1.101972,0.279526,0.0,-1.448645,0.245117,0.0,-1.357389,0.12677,0.0,-1.364114,0.235352
2010-02-13,0.0,-1.442552,0.202286,0.0,-1.531557,0.13446,3e-05,-0.741225,0.189041,2.2e-05,-1.484453,0.119492,7e-06,-1.780364,0.157944,0.0,-2.422282,0.12088,0.0,-0.860342,0.27951,0.0,-1.707345,0.245056,0.0,-1.3201,0.126038,0.0,-1.594983,0.235214
2010-02-14,7e-06,-1.334077,0.201859,0.0,-1.601749,0.134125,2.2e-05,-0.849279,0.18924,0.0,-1.378194,0.119385,0.0,-1.684286,0.157761,0.0,-2.298942,0.120285,0.0,-1.508193,0.279495,0.000596,-1.683771,0.246231,0.0,-1.295087,0.125458,7e-06,-1.575115,0.235107
2010-02-15,0.0,-1.400348,0.201599,0.0,-1.474245,0.133865,0.000104,-0.82298,0.189163,0.0,-1.473266,0.119293,7e-06,-1.867606,0.157623,4.5e-05,-2.215521,0.119919,0.0,-2.088174,0.27948,0.000313,-1.798641,0.246384,0.0,-1.14695,0.125015,0.001036,-1.098375,0.236603
2010-02-16,7e-06,-1.52198,0.201431,7e-06,-1.451921,0.133682,2.2e-05,-0.90917,0.188965,0.0,-1.927431,0.119461,7e-06,-1.992115,0.157516,0.0,-2.522893,0.119461,3e-05,-0.801563,0.279526,7e-06,-1.47877,0.245819,0.0,-1.351555,0.124466,0.0,-1.4927,0.236084
2010-02-17,7e-06,-1.307381,0.201141,1.5e-05,-1.44543,0.133484,7e-06,-0.921461,0.188828,0.0,-1.537326,0.119278,0.0,-1.854975,0.15741,7e-06,-2.430268,0.119064,0.0,-1.325885,0.279495,7e-06,-1.744216,0.248993,0.0,-1.236794,0.124054,7e-06,-1.50551,0.235687
2010-02-18,7e-06,-1.118707,0.200974,0.0,-1.437422,0.133331,7e-06,-0.949055,0.188919,0.0,-1.495216,0.119202,0.0,-1.769782,0.157333,0.0,-2.265091,0.118774,0.0,-1.119666,0.27948,7e-06,-1.548263,0.247528,0.0,-1.340835,0.123581,7e-06,-1.641461,0.235397
2010-02-19,0.0,-1.529466,0.200806,0.0,-1.448041,0.133179,0.0,-0.779536,0.188797,0.0,-1.389928,0.119202,0.0,-1.762914,0.157257,0.0,-2.215623,0.11853,0.0,-0.992438,0.279465,0.0,-1.584621,0.247574,0.0,-1.315885,0.123169,0.0,-1.525357,0.235168
2010-02-20,7e-06,-1.408101,0.200699,0.0,-1.426973,0.13298,0.0,-0.891203,0.18866,0.0,-1.51802,0.119141,0.0,-1.881784,0.157181,7e-06,-2.376931,0.118286,2.2e-05,-0.897661,0.279495,0.0,-1.699896,0.246445,0.0,-1.378063,0.122772,0.0,-1.652976,0.23497
2010-02-21,0.0,-1.382721,0.200638,0.0,-1.314979,0.132935,0.0,-0.918172,0.188599,0.0,-1.431102,0.119125,0.0,-1.85978,0.157135,0.0,-2.302637,0.118103,0.0,-0.802242,0.27948,0.0,-1.654965,0.245743,0.0,-1.334794,0.122452,0.0,-1.447408,0.234772
2010-02-22,0.0,-1.169301,0.200531,0.000238,-1.258728,0.133591,0.000201,-0.873804,0.188889,0.0,-1.676589,0.11908,0.0,-1.717946,0.157074,0.0,-2.350933,0.117905,3e-05,-1.797339,0.279526,8.9e-05,-1.59247,0.245514,0.000156,-1.202315,0.123306,0.0,-1.199734,0.234756
2010-02-23,1.5e-05,-1.431415,0.200485,6e-05,-1.366154,0.133499,0.000462,-0.890269,0.189728,0.0,-2.222956,0.11908,0.0,-1.917087,0.157028,0.000447,-2.00168,0.118668,0.0,-2.053003,0.279495,1.5e-05,-1.511073,0.246078,0.0,-1.322381,0.12294,0.0,-1.720023,0.234634
2010-02-24,0.000142,-1.278488,0.200745,0.000238,-1.219796,0.134003,0.0,-1.052078,0.189896,0.0,-2.217779,0.11908,0.0,-1.679722,0.156998,0.001982,-1.733497,0.124161,0.0,-2.332117,0.27948,0.0,-2.273192,0.245636,0.0,-1.283952,0.122635,0.0,-1.304077,0.234558
2010-02-25,0.000462,-1.257037,0.201553,0.000477,-1.407273,0.134918,1.5e-05,-0.986501,0.189285,0.0,-1.876662,0.119064,0.0,-1.881807,0.156967,0.002027,-1.88938,0.132507,0.0,-1.063029,0.279465,1.5e-05,-1.828778,0.245346,0.0,-1.2639,0.122375,1.5e-05,-1.207842,0.234528
2010-02-26,0.000805,-1.368374,0.203003,0.00558,-1.315712,0.151062,7e-06,-0.925641,0.18898,0.0,-1.853902,0.119049,0.0,-1.690531,0.156952,0.000194,-1.840481,0.130524,0.0,-1.156181,0.279465,7e-06,-1.692706,0.245148,0.0,-1.321037,0.122101,7e-06,-1.318562,0.234467
2010-02-27,0.0,-1.592346,0.203445,0.0,-1.527067,0.146698,0.0,-0.889462,0.188766,0.0,-1.673296,0.119034,0.0,-1.728671,0.156921,0.0,-2.246785,0.128052,0.0,-1.157946,0.279449,0.0,-1.666652,0.24501,0.0,-1.377997,0.121796,0.0,-1.577986,0.234375
2010-02-28,0.0,-1.509922,0.202072,0.0,-1.73134,0.1427,0.0,-0.787493,0.188705,0.0,-1.93384,0.119019,0.0,-1.990186,0.156891,0.0,-2.630165,0.125366,0.0,-0.820884,0.279449,0.0,-1.536853,0.244934,0.0,-1.396393,0.121536,0.0,-1.552715,0.234283
2010-03-01,0.0,-1.856992,0.20134,0.0,-1.640408,0.139999,0.0,-0.847423,0.188629,0.0,-2.106146,0.119003,0.0,-2.072842,0.156876,0.0,-2.647854,0.123276,0.0,-1.126782,0.279434,0.0,-1.499508,0.244888,0.0,-1.406328,0.121307,0.0,-1.525323,0.234207
2010-03-02,0.0,-1.733931,0.200897,0.0,-1.506574,0.137985,0.0,-0.831128,0.188599,0.0,-1.871062,0.118988,0.0,-1.943225,0.15686,0.0,-2.493579,0.121552,0.0,-1.262242,0.279434,0.0,-1.582692,0.244858,0.0,-1.34976,0.121124,0.0,-1.449487,0.234146
2010-03-03,0.0,-1.355832,0.200562,0.0,-1.484009,0.136414,0.0,-0.779916,0.188538,0.0,-1.367914,0.118973,0.0,-1.627554,0.15683,0.0,-2.264399,0.120438,0.0,-2.5396,0.279434,0.0,-2.095082,0.244843,0.0,-1.13419,0.121063,0.0,-1.984992,0.234146
2010-03-04,0.0,-1.032927,0.200394,0.0,-1.252756,0.135345,0.0,-0.875768,0.188522,0.0,-1.535725,0.118988,0.0,-1.678949,0.15683,2.2e-05,-2.054032,0.119705,0.0,-2.010913,0.279434,0.0,-1.673895,0.244843,0.0,-1.276814,0.121017,0.0,-1.728841,0.234131
2010-03-05,0.0,-1.003299,0.200272,0.0,-1.315822,0.134537,0.0,-0.839655,0.188492,0.0,-1.778728,0.118973,0.0,-1.492535,0.156815,7e-06,-1.962192,0.119003,0.0,-1.506679,0.279434,0.0,-1.885868,0.244827,0.0,-1.260363,0.120956,0.0,-1.219952,0.234116
2010-03-06,0.0,-1.094273,0.20018,0.0,-1.33183,0.133911,0.0,-0.849342,0.188477,0.0,-1.92682,0.118958,1.5e-05,-1.281171,0.15683,3e-05,-1.872077,0.11853,0.0,-2.026707,0.279434,0.0,-1.879365,0.244827,0.0,-1.112586,0.120926,0.000164,-1.588916,0.23436
2010-03-07,0.0,-0.947298,0.200134,0.0,-1.200256,0.133514,0.0,-0.852965,0.188477,0.0,-2.131232,0.118958,0.0,-1.444106,0.156815,0.0,-2.04388,0.118134,0.0,-2.109794,0.279434,0.0,-2.120498,0.244843,0.0,-1.209534,0.120895,0.0,-1.286447,0.234207
2010-03-08,0.0,-1.32754,0.200104,0.0,-1.243678,0.133209,0.0,-0.878496,0.188446,0.0,-1.83012,0.118942,0.0,-1.929079,0.156799,1.5e-05,-2.085222,0.117813,0.0,-1.099793,0.279434,0.0,-1.513259,0.244827,0.0,-1.28056,0.120819,0.0,-1.30889,0.234131
2010-03-09,0.0,-2.18707,0.200088,0.0,-1.43293,0.133026,0.000611,-0.743441,0.189423,0.0,-2.097672,0.118927,0.0,-2.006802,0.156784,7e-06,-2.5075,0.117508,0.0,-1.153404,0.279419,0.0,-1.715081,0.244812,0.0,-1.35375,0.120697,0.0,-1.430266,0.234055
2010-03-10,0.0,-1.920808,0.200088,0.0,-1.278629,0.132904,0.0,-0.900974,0.188812,0.0,-2.276898,0.118912,0.0,-1.928937,0.156784,0.0,-2.550454,0.11731,0.000656,-1.400654,0.280563,1.5e-05,-2.095716,0.244965,0.0,-1.33998,0.120605,0.0,-1.716677,0.234009
2010-03-11,0.0,-1.733525,0.200073,0.0,-1.258515,0.132812,0.000566,-0.80401,0.189484,0.0,-2.298411,0.118912,0.0,-1.969516,0.156784,0.0,-2.556984,0.117203,0.000149,-1.616671,0.28064,0.0,-1.596557,0.244904,0.005767,-1.55809,0.14209,0.006467,-1.532353,0.24826
2010-03-12,0.0,-1.650283,0.200058,0.0,-1.20031,0.132751,0.0,-0.856388,0.188889,0.0,-2.187817,0.118912,0.0,-1.834216,0.156799,0.0,-2.399284,0.117111,0.001296,-1.68586,0.283966,0.0,-1.469171,0.244873,0.0,-1.655742,0.136993,0.0,-1.626009,0.243988
2010-03-13,0.0,-1.261924,0.200043,0.0,-1.089431,0.13269,0.0,-0.774141,0.188675,0.0,-1.748328,0.118896,0.0,-1.719151,0.156799,0.0,-2.219194,0.117035,7e-06,-1.421199,0.284027,0.0,-1.169234,0.2453,0.0,-1.610171,0.133041,0.0,-1.807739,0.240585
2010-03-14,0.000186,-0.838432,0.200439,7e-06,-0.958709,0.132645,0.0,-0.668448,0.188614,0.0,-1.305305,0.118896,0.0,-1.354395,0.156799,0.0,-1.557671,0.117004,0.0,-3.342686,0.283005,7e-06,-2.174308,0.245499,0.0,-1.517556,0.13028,7e-06,-2.104665,0.238174
2010-03-15,0.0,-1.196834,0.200241,1.5e-05,-1.059962,0.132629,0.0,-0.856872,0.188614,0.0,-1.644576,0.118881,0.0,-1.386659,0.156799,0.0,-2.043961,0.116913,0.0,-1.775618,0.282166,0.0,-1.851159,0.245163,0.0,-1.432112,0.128265,0.0,-1.738226,0.236633
2010-03-16,0.0,-1.634142,0.200134,0.000127,-1.112457,0.132996,0.0,-0.839669,0.188477,0.0,-1.389794,0.118866,2.2e-05,-1.727066,0.15686,8.2e-05,-1.778814,0.117096,0.0,-0.900856,0.281555,0.0,-1.317998,0.24498,0.0,-1.42841,0.126556,0.0,-1.419631,0.235611
2010-03-17,0.0,-1.863243,0.200088,0.0,-1.174358,0.132858,0.0,-0.6994,0.188507,0.0,-1.953202,0.118851,0.0,-1.835472,0.15683,0.0,-2.093161,0.11705,0.0,-1.482854,0.281036,0.0,-1.537918,0.244888,0.0,-1.419729,0.125015,0.0,-1.458751,0.234879
2010-03-18,0.0,-1.887129,0.200058,0.0,-1.233274,0.132751,0.0,-0.830155,0.188492,0.0,-2.69147,0.118835,0.0,-2.010267,0.156815,0.0,-2.621424,0.116959,0.0,-1.398354,0.280609,0.0,-2.010755,0.244858,0.0,-1.432935,0.123672,0.0,-1.525342,0.23439
2010-03-19,0.0,-1.36595,0.200012,0.0,-1.202562,0.132645,0.0,-0.814667,0.188461,0.0,-1.949065,0.11882,0.0,-1.656964,0.156799,0.0,-2.261757,0.116882,0.0,-1.410967,0.280258,0.0,-1.460737,0.244827,0.0,-1.480391,0.12262,0.0,-1.498998,0.2341
2010-03-20,0.0,-1.244714,0.199982,0.0,-1.162162,0.132584,0.0,-0.733807,0.188416,0.0,-1.652158,0.11879,0.0,-1.47881,0.156784,0.0,-2.121604,0.116821,0.0,-1.252038,0.279984,0.0,-0.903809,0.244812,0.0,-1.436574,0.121872,0.0,-1.498375,0.233917
2010-03-21,0.0,-1.103548,0.199966,0.0,-1.183755,0.132523,0.0,-0.723049,0.188416,0.0,-1.474536,0.118744,0.0,-1.639209,0.156769,0.0,-2.174373,0.11676,0.0,-1.461124,0.279785,0.0,-1.336442,0.244782,0.0,-1.388999,0.121323,0.0,-1.485277,0.233826
2010-03-22,0.0,-1.174005,0.199936,0.0,-1.175029,0.132492,0.0,-0.679864,0.1884,0.0,-1.575664,0.118698,0.0,-1.527253,0.156754,1.5e-05,-1.99406,0.11676,0.0,-1.300186,0.279648,0.0,-1.326732,0.244766,0.0,-1.414465,0.120956,0.0,-1.990483,0.233765
2010-03-23,0.0,-1.31404,0.199936,0.0,-1.144549,0.132462,0.0,-0.741632,0.188354,0.0,-1.20886,0.118652,0.0,-1.520974,0.156738,0.0,-2.083613,0.116791,0.0,-1.958517,0.279556,0.0,-2.006154,0.244736,0.0,-1.385633,0.120712,0.0,-2.106567,0.233734
2010-03-24,0.0,-1.540598,0.199951,0.0,-1.066046,0.132462,0.0,-0.76314,0.188339,0.0,-1.387083,0.118637,0.0,-1.308263,0.156723,1.5e-05,-2.059085,0.116791,0.0,-1.948919,0.279495,0.0,-1.620822,0.244705,0.0,-1.293881,0.12056,0.0,-1.630697,0.233749
2010-03-25,0.0,-1.482705,0.199951,0.0,-1.078161,0.132462,0.0,-0.78526,0.188354,0.0,-1.423951,0.118576,0.0,-1.445967,0.156723,7e-06,-1.985542,0.11673,0.0,-1.51848,0.279465,0.0,-1.549195,0.24469,0.0,-1.229118,0.120453,7e-06,-1.334421,0.233749
