Basin,CRPS,RMSE,NSE,KGE
cauvery,228.11136268857393,561.389696528079,0.3271843851561171,0.3339823378255567
godavari,108.46002503188244,275.96180073082746,0.17223546258675126,0.3624560078977568
krishna,498.6239082562727,1495.9423303778924,-0.0011009231814797405,0.2782766145244186
narmada,3414.533017187881,13307.2185815621,0.07907370833934735,0.15656272544546157
tapi,409.927610439027,1048.5041461923818,0.48490983349341554,0.4080726027470932
