Basin,CRPS,RMSE,NSE,KGE
cauvery,198.0242079982798,549.3278051388679,0.3592028587243705,0.47445912376063537
godavari,97.27672911118333,286.299510569924,0.10905665636087003,0.4547514149457521
krishna,455.5543744967691,1354.8016072327778,-0.6247932587273077,0.36528048022556103
narmada,3283.511895293476,12946.859428745602,0.1282756927836608,0.2302752967116526
tapi,347.96887351068267,965.4623418413913,0.563269390360554,0.6772776515583987
